index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,categoryPath/1/3,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,context/0,context/1,context/2,context/3,context/4,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/1/4,skyPanorama,poiInfo/relation,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,shortAddress,streetPanorama,poiInfo/relation/detail/3/type,poiInfo/relation/detail/3/sid,poiInfo/relation/detail/3/fullName,poiInfo/relation/detail/3/name,poiInfo/relation/detail/3/category,poiInfo/relation/detail/3/xPos,poiInfo/relation/detail/3/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/car/2/rep,entranceCoords/car/2/x,entranceCoords/car/2/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y,shortAddress/2,entranceCoords,poiInfo/relation/detail/4/type,poiInfo/relation/detail/4/sid,poiInfo/relation/detail/4/fullName,poiInfo/relation/detail/4/name,poiInfo/relation/detail/4/category,poiInfo/relation/detail/4/xPos,poiInfo/relation/detail/4/yPos,poiInfo/relation/detail/5/type,poiInfo/relation/detail/5/sid,poiInfo/relation/detail/5/fullName,poiInfo/relation/detail/5/name,poiInfo/relation/detail/5/category,poiInfo/relation/detail/5/xPos,poiInfo/relation/detail/5/yPos,poiInfo/relation/detail/6/type,poiInfo/relation/detail/6/sid,poiInfo/relation/detail/6/fullName,poiInfo/relation/detail/6/name,poiInfo/relation/detail/6/category,poiInfo/relation/detail/6/xPos,poiInfo/relation/detail/6/yPos,poiInfo/relation/detail/7/type,poiInfo/relation/detail/7/sid,poiInfo/relation/detail/7/fullName,poiInfo/relation/detail/7/name,poiInfo/relation/detail/7/category,poiInfo/relation/detail/7/xPos,poiInfo/relation/detail/7/yPos,poiInfo/relation/detail/8/type,poiInfo/relation/detail/8/sid,poiInfo/relation/detail/8/fullName,poiInfo/relation/detail/8/name,poiInfo/relation/detail/8/category,poiInfo/relation/detail/8/xPos,poiInfo/relation/detail/8/yPos,poiInfo/relation/detail/9/type,poiInfo/relation/detail/9/sid,poiInfo/relation/detail/9/fullName,poiInfo/relation/detail/9/name,poiInfo/relation/detail/9/category,poiInfo/relation/detail/9/xPos,poiInfo/relation/detail/9/yPos,poiInfo/relation/detail
15,26,36948588,카페베네 광주518공원점,062-381-6233,false,,1,"카페,디저트",카페,220036,220052,220576,221307,222606,222607,1004452,,광주광역시 서구 쌍촌동 1271-2,광주광역시 서구 상무민주로 88-1,쌍촌동 1271-2,,카페베네 <b>광주</b>518<b>공원</b>점,062-381-6233,,,,,,7,21e6fef8b2ba67e0b80fa1b031f8e478,0,,s,1,1,126.8595525,35.1584016,12,false,70fPkgWddXccmgWwF3n5nw==,62.04,7.56,126.8594070,35.1583676,85,hjiGGBSRDe7WQQeTy+/ovw==,-66.22,-30.00,126.8608322,35.1578369,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.859722,35.158411,,,,,false,매일 10:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2278.73,nres://marker/00063-00038,nres://marker/00063-00191,,,,,,,광주 서구,상무민주로 88-1,,true,126.859488,35.158449,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,27,30820103,풍암호수공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 서구 풍암동 460,,,,풍암호수<b>공원</b>,,호수,저수지,시민공원,수수한,나들이,248,fc20c9a541a08581688f3dba638e62ba,0,http://blogfiles.naver.net/MjAxNzEwMjZfMjU3/MDAxNTA4OTgwMTAxNjM1.M0KfBzBS6L7OR7L5MrGdwQPuVlqJtajL2xVhneZh7NYg.5rh1gjXfNrfwTaWIjTR7P5bNiTTmyb0sncC8gXSCHjcg.JPEG.jejujcnc/IMG_9186.JPG#900x600,s,1,1,126.8704246,35.1279641,12,false,,,,,,,MdrptCfLbuvJqLcOfa98rA==,-124.05,-43.60,126.8713912,35.1284852,80,,,,,1,RELA,1.0,30820103,117.9926027,19.6944771,117.9926027,19.6944771,5,19621966,풍암호수공원입구,입구,입구(사람),126.8701419,35.1258850,5,19637036,풍암호수공원입구,입구,입구(사람),126.8722922,35.1259493,5,19616256,풍암호수공원입구,입구,입구(사람),126.8732350,35.1260030,5,19617231,풍암호수공원입구,입구,입구(사람),126.8742000,35.1297917,2,1196711709,풍암호수공원주차장입구,주차장입구,입구(차량),126.8689254,35.1257769,3,1826884220,풍암호수공원주차장출구,주차장출구,출구(차량),126.8679865,35.1255431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,true,126.8689254,35.1257769,,,,,false,,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5232.00,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,false,126.8701419,35.125885,false,126.8722922,35.1259493,false,126.873235,35.126003,,false,126.8742,35.1297917,,,,,,,,,,,,,,,,,
17,28,1460123510,광주공원민방위교육장,,false,,0,"공공,사회기관",민방위재난통제,222935,222936,222953,223065,,,,,광주광역시 남구 구동 21-1,광주광역시 남구 중앙로107번길 15,구동 21-1,,<b>광주공원</b>민방위교육장,,,,,,,0,9a5b4c2482e3c01cc3c6bba06ac37f67,0,,s,1,1,126.9093750,35.1472320,8,false,nsAqxXFLvkG8UZ0CDvufHQ==,-36.59,10.00,126.9094877,35.1470801,120,DvHlgYM17oAIl5yODdbYEg==,89.97,-30.00,126.9063873,35.1472282,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.9100896,35.146787,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4421.64,nres://marker/00063-00106,nres://marker/00063-00260,,,,,,,광주 남구,중앙로107번길 15,,true,126.9100896,35.146787,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,29,16022873,수완호수공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 광산구 장덕동,,,,수완호수<b>공원</b>,,,,,,,96,e3a07f8345d59b58a013b04f8cab720e,0,,s,1,1,126.8203455,35.1892085,12,false,,,,,,,ky8g2SqodVfdbwSoreoSUg==,-78.53,-36.93,126.8244475,35.1886734,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5174.10,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,18035113,광주공원석재,031-766-2881,false,,1,"기계,장비제조",산업용기계제조,225111,225117,225187,225620,,,,,경기도 광주시 오포읍 매산리 17,,,,<b>광주공원</b>석재,031-766-2881,,,,,,0,184d03ee8531cb22388799bd39d1d2f3,0,,k,1,1,127.2642209,37.3552450,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,,false,,,false,false,false,false,false,,false,,,false,,-1,,245163.78,nres://marker/00060-00035,nres://marker/00060-00189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229979,,
20,31,19699817,5.18자유공원,062-376-5183,false,,1,"여행,명소","도시,테마공원",222117,222122,222170,222194,222117,222118,222136,222183,광주광역시 서구 치평동 1161-6,광주광역시 서구 상무평화로 13,치평동 1161-6,,5.18자유<b>공원</b>,062-376-5183,시민공원,체험학습,잔디밭,평화로운,체험관,174,48ba5f5f33805cd85b85f199729ece18,0,http://ldb.phinf.naver.net/20150831_91/1441010475163pRCCp_JPEG/126172525026627_0.jpg,s,1,1,126.8404980,35.1489763,12,false,VsnMAvd1eKzvuCcm0w2F1A==,16.28,6.15,126.8412785,35.1480770,80,7U0GY9MgBANwGJML2qYCjw==,-99.22,-30.00,126.8438492,35.1495171,124,,,,,1,RELA,1.0,19699817,117.9926027,19.6944771,117.9926027,19.6944771,5,37595168,5.18자유공원입구,입구,입구(사람),126.8412141,35.1481516,5,377286719,5.18자유공원입구,입구,입구(사람),126.8416225,35.1492493,1,16278677,5.18자유공원주차장입구,주차장입구,입구(사람+차량),126.8395898,35.1481716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,true,126.8395898,35.1481716,,,,,false,매일 09:00~18:00 봄~가을 | 매일 09:00~17:00 겨울,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4223.93,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,광주 서구,상무평화로 13,,true,126.8412141,35.1481516,false,126.8416225,35.1492493,,,,,,,,,,,,,,,,,,,,,,,,
21,32,16280888,풍암생활체육공원,,false,,0,지역명소,"도시,테마공원",222117,222122,222170,231762,,,,,광주광역시 서구 풍암동 32-26,,,,풍암생활체육<b>공원</b>,,,,,,,63,a4b502d5234c1396297b5a2bbaeb1210,0,,s,1,1,126.8826126,35.1296105,12,false,Nili3XaLqagXHYCEZ7+Glg==,-20.29,3.93,126.8818250,35.1292704,80,fzcQSktSVqbhjsc259ONfQ==,87.65,-30.00,126.8799973,35.1295013,124,,,,,1,RELA,1.0,16280888,117.9926027,19.6944771,117.9926027,19.6944771,5,16280096,풍암생활체육공원입구,입구,입구(사람),126.8842214,35.1290189,1,1472078043,풍암생활체육공원주차장입구,주차장입구,입구(사람+차량),126.8844067,35.1291321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,true,126.8844067,35.1291321,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5090.38,nres://marker/00061-00110,nres://marker/00061-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,33,19614079,효사랑복지문화센타,,false,,0,"사회,복지",노인복지,222935,222944,223021,230102,,,,,광주광역시 남구 서동 137-13,광주광역시 남구 서오층석탑길 42,서동 137-13,,효사랑복지문화센타,,,,,,,0,1e36e50ef50411a8577d5f0573c460c6,0,,s,1,1,126.9074102,35.1477673,12,false,cPouQbEBRjjDkjrtk3K+FA==,86.49,10.00,126.9072263,35.1477642,120,Zn6LGUhj4wxxFdRDsv4KWA==,113.05,-30.00,126.9063873,35.1482048,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.907252,35.147701,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4252.52,nres://marker/00063-00106,nres://marker/00063-00260,,,,,,,광주 남구,서오층석탑길 42,,true,126.907252,35.147701,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,34,19589193,송정공원,062-940-8514,false,,1,"여행,명소","도시,테마공원",222117,222122,222170,222194,222117,222118,222136,222183,광주광역시 광산구 신촌동 산4,,,,송정<b>공원</b>,062-940-8514,공원,산책로,도서관,,,38,04d42fefba9d943f5715b5a8858bddf9,0,http://blogfiles.naver.net/20151220_209/gongju7000_14506062309628ar6n_JPEG/DSC01566.JPG#776x1203,s,1,1,126.8010091,35.1480715,12,false,idxfhEvbWQr+G6rQ57oDog==,-149.71,0.14,126.8028032,35.1490698,80,GhkwJJixgVyBetucDAFZfg==,98.20,-30.00,126.7986145,35.1484146,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.798862,35.1479424,,,,,false,,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,7317.03,nres://marker/00055-00097,nres://marker/00055-00239,,,,,,,,,,true,126.798862,35.1479424,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,35,16284537,광주공원장로교회,,false,,0,종교,개신교,221845,221849,221869,221906,,,,,광주광역시 남구 서동 137-13,광주광역시 남구 서오층석탑길 42,서동 137-13,,<b>광주공원</b>장로교회,,,,,,,0,56fd53002e01aebdac9f379158170004,0,,s,1,1,126.9073352,35.1476910,12,false,GG+j4jyz9BNWECQQnmRvKw==,46.41,2.63,126.9072423,35.1476642,33,DvHlgYM17oAIl5yODdbYEg==,63.39,-30.00,126.9063873,35.1472282,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.907252,35.147701,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4253.74,nres://marker/00063-00046,nres://marker/00063-00199,,,,,,,광주 남구,서오층석탑길 42,,true,126.907252,35.147701,,,,,,,,,,,,,,,,,,,,,,,,,221925,,
25,36,1389492982,메가커피 광주518공원점,062-381-0035,false,,1,"카페,디저트",카페,220036,220052,220576,231192,,,,,광주광역시 서구 쌍촌동 1334-5 1층,광주광역시 서구 상무민주로 99-1 1층,쌍촌동 1334-5 1층,,메가커피 <b>광주</b>518<b>공원</b>점,062-381-0035,,,,,,2,56efcdbc8927b4236eadf90b20038cb2,0,http://ldb.phinf.naver.net/20190928_283/1569652075295uq0pr_PNG/1kbLzwfazIZSyVxms_UBkudm.png,s,1,1,126.8592145,35.1594375,12,false,1d2yurTcHr7Fbbi8es4DTA==,-106.58,13.31,126.8593413,35.1594970,83,oU50LD4q3A+BjGTVuhUELw==,-77.85,-30.00,126.8608322,35.1590881,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.859042,35.159457,,,,,false,평일 08:00~22:30 | 주말 09:00~22:30,"아메리카노 1,500 | 아이스아메리카노 2,000 | 퐁크러쉬 3,900 | 쿠키프라페 3,900 | 메가에이드 3,900 | 메가리카노 3,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2206.32,nres://marker/00063-00038,nres://marker/00063-00191,,,,,,,광주 서구,상무민주로 99-1,,true,126.859261,35.159484,,,,,,,1층,,,,,,,,,,,,,,,,,,,,
26,37,358397434,올리브영 광주518공원점,062-383-5290,false,,1,"쇼핑,유통",드럭스토어,223563,223564,223597,223872,222606,222607,1004452,,광주광역시 서구 쌍촌동 1271-1,광주광역시 서구 상무민주로 90,쌍촌동 1271-1,,올리브영 <b>광주</b>518<b>공원</b>점,062-383-5290,,,,,,0,f9a0eaa4dee98d17a9917caa6f3d1603,0,http://ldb.phinf.naver.net/20200915_77/1600147046323Yq87G_JPEG/vWy5iC9upShfMDfJx15eerKC.JPG.jpg,s,1,1,126.8595877,35.1585559,12,false,hL1dtZAgbUXPZTI1nmt3JQ==,117.24,10.88,126.8594123,35.1586598,75,oU50LD4q3A+BjGTVuhUELw==,-113.21,-30.00,126.8608322,35.1590881,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.859487,35.158518,,,,,false,"매일 11:00~22:00 주말, 공휴일동일",,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2263.04,nres://marker/00063-00098,nres://marker/00063-00252,,,,,,,광주 서구,상무민주로 90,,true,126.859487,35.158518,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,38,13403351,뚜레쥬르 광주518공원점,062-382-5025,false,,1,"카페,디저트",베이커리,220036,220052,220564,221172,222606,222607,1004452,,광주광역시 서구 쌍촌동 1334-7,광주광역시 서구 상무민주로 97,쌍촌동 1334-7,,뚜레쥬르 <b>광주</b>518<b>공원</b>점,062-382-5025,,,,,,12,f18c33ca8a0f0c07e017db9ba51f7124,0,http://ldb.phinf.naver.net/20161006_118/1475739820421mwTGR_PNG/176956567359792_0.png,s,1,1,126.8591749,35.1591440,12,false,qyVemH74kz3CWz7kBP1uNA==,-123.55,11.69,126.8593195,35.1592041,58,oU50LD4q3A+BjGTVuhUELw==,-88.11,-30.00,126.8608322,35.1590881,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.tlj.co.kr/,,true,126.859019,35.159185,,,,,false,매일 06:00~23:30,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2234.07,nres://marker/00063-00013,nres://marker/00063-00166,,,,,,,광주 서구,상무민주로 97,,true,126.859229,35.159204,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,39,37446160,광주공원묘원,031-762-0077,false,,1,장례,묘지,223267,223280,223376,229172,,,,,경기도 광주시 오포읍 매산리 산17,,,,<b>광주공원</b>묘원,031-762-0077,공원,편안한,쾌적한,,,0,50ce9e77e776b05a3499ea9e55a5fef2,0,,s,1,1,127.2740739,37.3457585,11,false,0ur2uJK9dKBRDXb4jXbRqg==,66.48,10.00,127.2733880,37.3454595,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.cetpark.com/,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,244247.38,nres://marker/00049-00028,nres://marker/00049-00162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,40,20095578,광주공원 사적비군,062-672-0660,false,,1,"여행,명소",기념물,222117,222119,222143,229276,,,,,광주광역시 남구 구동 21-1,광주광역시 남구 중앙로107번길 15,구동 21-1,,<b>광주공원</b> 사적비군,062-672-0660,,,,,,6,98257fa25dd80e18ab340a11a72ee946,0,,s,1,1,126.9093578,35.1462044,10,false,Yoc2JC+sneqyNuedA1bkPw==,-66.77,8.15,126.9096950,35.1461270,80,UDqjHPye0O9MGr6on3ntmw==,96.45,-30.00,126.9063873,35.1465378,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4500.83,nres://marker/00049-00126,nres://marker/00049-00261,,,,,,,광주 남구,중앙로107번길 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41,1011467554,광주공원 앞 주차장,,false,,0,"교통,운수",민영주차장,226187,226189,226201,226256,,,,,광주광역시 남구 구동 1-21,광주광역시 남구 천변좌로338번길 16,구동 1-21,,<b>광주공원</b> 앞 주차장,,,,,,,0,348d6b9ed9bdfc20de0f00e5e7f51e2e,0,,s,1,1,126.9088176,35.1485940,12,false,pDVVkyavghw74hdWSwLPAQ==,29.30,10.00,126.9087129,35.1484074,120,qn7bkpOoE9SxDRCo+Ec6dw==,97.12,-30.00,126.9063873,35.1488953,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.908578,35.148536,,,,,false,평일 10:00~18:00 | 토요일 휴무 | 일요일 휴무 | 공휴일 휴무,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4280.40,nres://marker/00063-00111,nres://marker/00063-00265,,,,,,,광주 남구,천변좌로338번길 16,,true,126.908578,35.148536,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,42,38481754,쏘카 광주공원 앞,1661-3315,false,,1,"임대,대여",카쉐어링,225111,225130,229725,229726,,,,,광주광역시 남구 구동 1-12,광주광역시 남구 구성로 130 영무예다음,구동 1-12,,쏘카 <b>광주공원</b> 앞,1661-3315,,,,,,0,7bcd785c2a1623344b2947d0f3f948d7,0,,s,1,1,126.9091355,35.1487414,11,false,bCL4zSNKlj2avk5hVKSlng==,158.27,10.00,126.9090538,35.1489456,120,qn7bkpOoE9SxDRCo+Ec6dw==,93.25,-30.00,126.9063873,35.1488953,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.909085,35.148852,,,,,false,매일 00:00~24:00 매일 24시간,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4290.44,nres://marker/00063-00035,nres://marker/00063-00188,,,,,,,광주 남구,구성로 130,,true,126.909085,35.148852,,,,,,,영무예다음,,,,,,,,,,,,,,,,,,,,
32,43,12014482,광주광역시도시공사 영락사이버추모공원,062-572-4384,false,,1,장례,장례식장,223267,223280,223377,,222606,222607,1004452,,광주광역시 북구 효령동 100-2,광주광역시 북구 영락공원로 170 영락공원,효령동 100-2,,<b>광주</b>광역시도시공사 영락사이버추모<b>공원</b>,062-572-4384,,,,,,0,84cedd4b338eb49199e6f4461a75742b,0,,s,1,1,126.9157319,35.2310812,11,false,sruoQnC6gs+OtmOlrPJ4sw==,15.01,10.00,126.9157110,35.2310032,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.cyberyoungrak.or.kr/,,,,,,,,,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7296.58,nres://marker/00063-00080,nres://marker/00063-00234,,,,,,,광주 북구,영락공원로 170,,,,,,,,,,,영락공원,,,,,,,,,,,,,,,,,,,,
33,44,16308540,문화근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 북구 문흥동,,,,문화근린<b>공원</b>,,,,,,,35,377578f6f24b9da074b85febbb36bb24,0,,s,1,1,126.9158382,35.1841593,12,false,m2vIg7nkDH57O3TkfKqUJQ==,24.83,2.05,126.9161635,35.1831388,80,WduHGKdDQNRMK+fHbnavbg==,53.22,-30.00,126.9150009,35.1835327,124,,,,,1,RELA,1.0,16308540,117.9926027,19.6944771,117.9926027,19.6944771,5,19630584,문화근린공원입구,입구,입구(사람),126.9159891,35.1832540,5,19657908,문화근린공원입구,입구,입구(사람),126.9183750,35.1852833,5,19617873,문화근린공원입구,입구,입구(사람),126.9175682,35.1829855,5,19612981,문화근린공원입구,입구,입구(사람),126.9131639,35.1850083,5,19612983,문화근린공원입구,입구,입구(사람),126.9130500,35.1838000,5,19612043,문화근린공원입구,입구,입구(사람),126.9156639,35.1850250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3904.32,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,true,126.9175682,35.1829855,false,126.9159891,35.183254,false,126.918375,35.1852833,,false,126.9131639,35.1850083,false,126.91305,35.1838,false,126.9156639,35.185025,,,,,,,,,,,
34,45,1060404862,광동청정습지,,false,,0,"여행,명소","자연,생태공원",222117,222118,222136,222186,,,,,경기도 광주시 퇴촌면 광동리 530,,,,광동청정습지,,,,,,,30,dac91fde0acdbadabe9f76da0a19c673,0,http://blogfiles.naver.net/MjAxODA3MzFfOTUg/MDAxNTMzMDA1NzIxMjcx.0CTXwFcVSXogkmeu7gHbYb93UubOJpU9uSP-ETIzp2cg.fS6fzScEr_npJlGo7Muf6IIqRJlbAlEMDG2lYFwirgIg.PNG.gjcityi/07312.png#386x386,s,1,1,127.3019651,37.4720167,12,false,,,,,,,,,,,,,,,,,1,RELA,1.0,1060404862,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,258509.53,nres://marker/00055-00097,nres://marker/00055-00239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
