index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,shortAddress/2,display,telDisplay,context/0,context/1,context/2,context/3,context/4,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,entranceCoords,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,categoryPath/1/3
10,11,36755168,호텔 B,062-365-8300,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1230-1,광주광역시 서구 시청로60번길 6,치평동 1230-1,광주 서구,시청로60번길 6,,<b>호텔</b> B,062-365-8300,토스트,쾌적한,떡갈비,한지,,29,fbde8de150ccb5d321fd5fc685c3c387,0,http://ldb.phinf.naver.net/20150811_167/1439303250076H656q_JPEG/SUBMIT_1439303220974_36755168.jpg,s,1,1,126.8523481,35.1537022,12,false,/eeY89dHb0Fud2PkDmA8VQ==,172.38,10.00,126.8523180,35.1539250,120,MtQ+qKPdzthfpnzHGRtV0A==,49.69,-30.00,126.8516693,35.1531258,124,,,,,,false,1,,,,false,,false,,false,http://www.hotelb.co.kr/,,true,126.852318,35.153834,true,126.852318,35.153834,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3096.59,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,35689366,호텔프랑스,062-382-6000,false,0507-1341-6000,1,숙박,호텔,221941,221942,1003441,광주광역시 서구 치평동 1243-4,광주광역시 서구 시청로20번길 21-6,치평동 1243-4,광주 서구,시청로20번길 21-6,,<b>호텔</b>프랑스,062-382-6000,주스,불고기,케이크,,,115,fc7e639c23fb637256ef11bdbeedaa43,0,http://ldb.phinf.naver.net/20160609_103/1465463498110qXCAl_JPEG/176559584156534_0.jpeg,s,1,1,126.8542970,35.1507959,12,false,u9oGHS/XyZjwe/X1pB7msg==,107.47,10.00,126.8541640,35.1508377,120,qly5mfjzKOmKT/9CGtsnOQ==,93.49,-30.00,126.8519058,35.1509399,124,,,,,,false,1,,,,false,,false,,false,http://www.hotelfrance.co.kr/,,true,126.854218,35.150794,true,126.854218,35.150794,false,,"스탠다드비즈니스 66,000 | 스탠다드트윈 77,000 | 스탠다드더블 77,000 | 슈퍼리어디럭스 80,000 | 익세티브디럭스 88,000 | 그랜드디럭스 110,000 | 비지니스VIP 119,000 | 스페셜VIP(A) 95,000 | 스페셜VIP(B) 95,000 | 스페셜VIP(C) 100,000 | 스페셜VIP(D) 165,000 | 스페셜VIP(E) 95,000",,,,false,1,true,https://booking.naver.com/booking/3/bizes/165168,,false,true,false,false,false,,false,,,true,,-1,,3245.79,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"￦50,000~",default,LODGING,50000,,,,,,,,,,,
12,13,38563622,더존비즈니스 호텔,062-973-6699,false,0507-1422-6702,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 월계동 880-4,광주광역시 광산구 임방울대로826번길 60-37 더존비즈니스 호텔,월계동 880-4,광주 광산구,임방울대로826번길 60-37,더존비즈니스 호텔,더존비즈니스 <b>호텔</b>,062-973-6699,,,,,,54,04bdef4cb932b4678555acc8fc60f996,0,http://ldb.phinf.naver.net/20191129_201/1574972148844hzJS4_JPEG/5ddf65dbdb9ff1.44898232.jpg,s,1,1,126.8476546,35.2158953,12,false,b0/RTbcEiyl6Ayq53TdW4g==,-89.44,10.00,126.8479064,35.2158927,120,kSbyOFTr8v+02JuA7/G4pQ==,-86.71,-30.00,126.8522186,35.2156296,124,,,,,,false,1,,,,false,,false,,false,http://www.duzonhotel.com/,,true,126.847833,35.215787,true,126.847829,35.215981,false,,"숙박 더블(2인조식 패키지/금연객실) 80,000",,,,false,0,true,https://booking.naver.com/booking/3/bizes/287947,,false,true,false,false,false,,false,,,false,,-1,,5176.38,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,"￦65,000~",default,LODGING,65000,,,,,,,,,,,
13,14,11658906,호텔무등파크 광주,062-226-0011,false,,1,숙박,호텔,221941,221942,1003442,광주광역시 동구 지산동 산63-1,광주광역시 동구 지호로164번길 14-10,지산동 산63-1,광주 동구,지호로164번길 14-10,,<b>호텔</b>무등파크 <b>광주</b>,062-226-0011,볼링장,등산,전망대,드라이브,데이트,76,666ff42f96b71b85d3a8913330abb3e8,0,http://ldb.phinf.naver.net/20150831_234/1441012552686YGFuc_JPEG/11658906_0.jpg,s,1,1,126.9468880,35.1487650,12,false,50i+F3u9TmIUmc3jzeVSMg==,-165.39,-0.19,126.9468436,35.1490962,80,5Ni2cnTq02dQWfcCoMLvpA==,144.57,-30.00,126.9466019,35.1491661,124,,,,,,false,1,,,,false,,false,,false,http://www.hotelmudeungpark.co.kr/,,true,126.9468687,35.149075,true,126.9468687,35.149075,false,매일 00:00~24:00,"로얄 스위트룸 990,000 | 코너 스위트룸 435,600 | 온돌 스위트룸 435,600 | 디럭스 온돌룸 302,500 | 스탠다드 트윈룸 157,300 | 트윈룸(상) 140,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,7202.04,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,1716104086,아우라비즈니스호텔,062-942-0060,false,,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 송정동 840-31,광주광역시 광산구 송정로1번길 28,송정동 840-31,광주 광산구,송정로1번길 28,,아우라비즈니스<b>호텔</b>,062-942-0060,,,,,,14,4fad87cefc5125b17710ef8ac40ac02d,0,http://ldb.phinf.naver.net/20200814_83/1597392073615FBqno_JPEG/5e72d446907ff9.08761109.jpg,s,1,1,126.7928739,35.1382963,12,false,DMaEOGobBMj15dWGRtcWjg==,71.40,10.00,126.7927293,35.1382476,120,3Vl0e9tb+47+L3yRc2oTKw==,93.34,-30.00,126.7890701,35.1385155,124,,,,,,false,1,,,,false,,false,,false,http://aurahotel.kr/,,true,126.792746,35.138405,true,126.792746,35.138405,false,,"숙박 VIP(2인 조식 제공) 205,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,8464.96,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,false,126.792858,35.138187,,,,,false,126.792858,35.138187,,,,,,,,
15,16,1916284566,비지니스호텔 어반라이프,062-364-0003,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 농성동 460-10,광주광역시 서구 죽봉대로78번길 9,농성동 460-10,광주 서구,죽봉대로78번길 9,,비지니스<b>호텔</b> 어반라이프,062-364-0003,,,,,,18,f50a75ce10468b27459030654a5b923b,0,http://ldb.phinf.naver.net/20200814_282/1597388973054RC1aa_JPEG/5e99399d9068b9.77784610.jpg,s,1,1,126.8845613,35.1603520,12,false,8TacD4uD/Bnn2YOV+P2a3A==,-8.07,10.00,126.8845784,35.1602314,120,liKzlf2iLBfoII/tIACBPQ==,-86.90,-30.00,126.8894424,35.1600838,124,,,,,,false,1,,,,false,,false,,false,http://WWW.makeus.net/37303,,,,,,,,false,,"숙박 스탠다드 (2인 조식 제공) 70,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,1858.26,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,35825105,갤러리호텔,062-381-5555,false,0507-1338-5557,1,숙박,호텔,221941,221942,222293,광주광역시 서구 쌍촌동 974-17,광주광역시 서구 상무대로 833-1,쌍촌동 974-17,광주 서구,상무대로 833-1,,갤러리<b>호텔</b>,062-381-5555,,,,,,24,d04d80f557c5195966269dececa08be1,0,http://ldb.phinf.naver.net/20200205_175/1580847331327TqgOR_JPEG/5e3949e249ae09.74023345.jpg,s,1,1,126.8532184,35.1494718,12,false,N0yWdWOnK5fkxolGU2hbeg==,0.17,10.00,126.8532172,35.1490569,120,ZmZvHamA8KYyagG8cVsbMg==,113.06,-30.00,126.8519440,35.1500130,124,,,,,,false,1,,,,false,,false,,false,http://www.갤러리호텔.com/,,true,126.853081,35.149432,true,126.853081,35.149432,false,,"숙박 디럭스(매일 소독/코로나 안심 객실) 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3422.83,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,16055266,에프엔티호텔,062-714-1003,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1250-2,광주광역시 서구 상무연하로 31,치평동 1250-2,광주 서구,상무연하로 31,,에프엔티<b>호텔</b>,062-714-1003,,,,,,24,970561f5f0ec8d7473826f5bc41ec8d1,0,http://ldb.phinf.naver.net/20180427_71/15247739807854tJmk_JPEG/5ae13733369ad7.51311228.jpg,s,1,1,126.8498787,35.1511081,12,false,9MvR5UR5ijOrdH2fSxPA5w==,-93.75,10.00,126.8501789,35.1511276,120,qly5mfjzKOmKT/9CGtsnOQ==,-85.30,-30.00,126.8519058,35.1509399,124,,,,,,false,1,,,,false,,false,,false,http://www.fnthotel.co.kr,,true,126.850088,35.151002,true,126.850088,35.151002,false,,"숙박 스탠다드 더블 60,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3462.10,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,1466334126,발렌타인비지니스호텔,062-366-3307,false,0507-1351-3308,1,숙박,호텔,221941,221942,222293,광주광역시 서구 농성동 460-35,광주광역시 서구 죽봉대로78번길 11 1층,농성동 460-35,광주 서구,죽봉대로78번길 11,1층,발렌타인비지니스<b>호텔</b>,062-366-3307,,,,,,10,68ca5eb2065b7ae278fe2b98c4aee017,0,,s,1,1,126.8846920,35.1604897,12,false,uHHv/sb2AyP7Bw5bR5W+4g==,-1.38,10.00,126.8846984,35.1602234,120,liKzlf2iLBfoII/tIACBPQ==,-85.16,-30.00,126.8894424,35.1600838,124,,,,,,false,1,,,,false,,false,,false,,,true,126.884702,35.160258,true,126.884702,35.160258,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1850.91,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,10986654,센트럴관광호텔,062-383-7575,false,,1,숙박,호텔,221941,221942,1003441,광주광역시 서구 치평동 1218-3,광주광역시 서구 상무연하로 68,치평동 1218-3,광주 서구,상무연하로 68,,센트럴관광<b>호텔</b>,062-383-7575,,,,,,17,52229a3ad1e535e32d931641764a82a3,0,http://ldb.phinf.naver.net/20180529_27/15275758494276hWWi_JPEG/image.JPEG,s,1,1,126.8504165,35.1543110,12,false,xiFYWZa1efgpW8Fmb//bPA==,86.06,10.00,126.8501889,35.1542952,120,1lr4prEjAHz579wA7Ziwvw==,-93.58,-30.00,126.8516693,35.1543884,124,,,,,,false,1,,,,false,,false,,false,http://www.hotelcentral.co.kr/,,true,126.8502978,35.1543238,true,126.8502978,35.1543238,false,매일 00:00~24:00,"스위트룸 330,000 | 더블룸 110,000 | 트윈룸 132,000 | 한실룸 121,000 | 한실 스위트룸 143,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3164.18,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,1807657126,벤틀리호텔,062-236-5881,false,,1,숙박,호텔,221941,221942,1003443,광주광역시 동구 불로동 161,광주광역시 동구 서석로10번길 5,불로동 161,광주 동구,서석로10번길 5,,벤틀리<b>호텔</b>,062-236-5881,,,,,,29,73dc821e8c1cac041bc917d90dd749b9,0,http://ldb.phinf.naver.net/20181027_243/1540641238075MXpKC_JPEG/fAUPIorXFM-EOVVnvpVn_7J8.JPG.jpg,s,1,1,126.9158172,35.1448602,12,false,sp7vYA2GOhzi/hoQWjBvrQ==,-49.89,10.00,126.9161520,35.1445780,120,RuevAPAtBHwL2DNH5YjSlQ==,119.84,-30.00,126.9148788,35.1453972,124,,,,,,false,1,,,,false,,false,,false,http://bentleyhotel.co.kr,,true,126.9152839,35.1446989,true,126.9152839,35.1446989,false,매일 15:00~11:00 체크인/체크아웃,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5031.17,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,1216042173,호텔 더스팟,062-971-1362,false,0507-1404-1362,1,숙박,호텔,221941,221942,222293,광주광역시 북구 오룡동 1114-5,광주광역시 북구 앰코로 32,오룡동 1114-5,광주 북구,앰코로 32,,<b>호텔</b> 더스팟,062-971-1362,,,,,,33,32c4110d3de8a12f3f264c8168ed9387,0,http://ldb.phinf.naver.net/20180906_69/1536175962476LfDlR_JPEG/08___03.jpg,s,1,1,126.8531126,35.2207728,8,false,olTvvdwoMsvKONieSWkUOg==,100.49,10.00,126.8529387,35.2208049,120,oW2B3DDLKcg5BtVL4lFWGw==,140.88,-30.00,126.8525009,35.2215233,124,,,,,,false,1,,,,false,,false,,false,https://www.thespot.co.kr/,,true,126.853044,35.22076,true,126.853044,35.22076,false,매일 00:00~24:00,,,,,false,0,true,https://booking.naver.com/booking/3/bizes/183121,,false,true,false,false,false,,false,,,true,,-1,,5465.73,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.853341,35.220743,"￦61,620~",default,LODGING,61620,false,126.853341,35.220743,,,,,,,,
22,23,1981580093,탑캐슬호텔,062-226-6665,false,,1,숙박,호텔,221941,221942,222293,광주광역시 동구 불로동 24,광주광역시 동구 서석로7번길 16-14,불로동 24,광주 동구,서석로7번길 16-14,,탑캐슬<b>호텔</b>,062-226-6665,,,,,,2,e15376804d1bf63ed245b6885992805b,0,http://ldb.phinf.naver.net/20191002_44/1570013726332cK3kH_JPEG/fC3Elr240NpI6cIsvuOJmH5_.jpg,s,1,1,126.9144731,35.1465232,12,false,H2awPOCHO8VADnr4kmUj/A==,-58.82,10.00,126.9147920,35.1463300,120,ug3Q3CxeSWpkReLDXnmBxQ==,-117.50,-30.00,126.9150009,35.1467972,124,,,,,,false,1,,,,false,,false,,false,http://www.facebook.com/topcastlehotel,,,,,,,,false,매일 00:00~24:00,"Standard Double 60,000 | Business Double 70,000 | Deluxe Double 80,000 | Premium Double 90,000 | Terrace Suite 150,000 | Castle Suite 150,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4817.18,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,1831821663,호텔스테이53,062-371-0000,false,0507-1482-0032,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1259-8,광주광역시 서구 상무연하로 6,치평동 1259-8,광주 서구,상무연하로 6,,<b>호텔</b>스테이53,062-371-0000,,,,,,7,5442b012e73dc3d01f82809c7da629fd,0,http://ldb.phinf.naver.net/20190904_160/1567598261812haaA9_JPEG/5of1Zbxfl6JkbMHgyLr2Bn4k.jpg,s,1,1,126.8505058,35.1487929,12,false,Zp5BoP26lajtkMSyR4tcbQ==,72.10,10.00,126.8502322,35.1487044,120,tx/yOAeRA1TyNvuLHilWQw==,-88.65,-30.00,126.8519440,35.1487579,124,,,,,,false,1,,,,false,,false,,false,http://www.stay53.co.kr,,true,126.850352,35.148769,true,126.850352,35.148769,false,매일 00:00~24:00 연중무휴,,,,,false,0,true,https://booking.naver.com/booking/3/bizes/264704,,false,true,false,false,false,,false,,,true,,-1,,3628.08,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"￦60,000~",default,LODGING,60000,,,,,,,,,,,
24,25,37065656,부띠끄호텔와인,062-382-3210,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 쌍촌동 974-8,광주광역시 서구 상무평화로 140,쌍촌동 974-8,광주 서구,상무평화로 140,,부띠끄<b>호텔</b>와인,062-382-3210,저수지,토스트,불고기,,,106,d0d8c078a7ffe305006e66c12968c66f,0,http://ldb.phinf.naver.net/20180720_257/1532050826997HKwXz_PNG/inzixsddgjClmsvfYFIz2C2d.png,s,1,1,126.8536750,35.1497730,12,false,B3KU9Xm0W/ht6PoPAckwHw==,155.77,10.00,126.8536380,35.1498550,120,ZmZvHamA8KYyagG8cVsbMg==,97.94,-30.00,126.8519440,35.1500130,124,,,,,,false,1,,,,false,,false,,false,http://hotelwine.co.kr,,true,126.853619,35.149844,true,126.853619,35.149844,false,매일 00:00~24:00,"스탠다드룸 66,000 | 디럭스룸 88,000 | 디럭스트윈룸 88,000 | 그랜드룸 99,000",,,,false,1,true,https://booking.naver.com/booking/3/bizes/175256,,false,true,false,false,false,,false,,,false,,-1,,3371.75,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,"￦77,000~",default,LODGING,77000,,,,,,,,,,,
25,26,1848800584,이끌림호텔,062-225-6665,false,,1,숙박,호텔,221941,221942,222293,광주광역시 동구 불로동 87-1,광주광역시 동구 천변우로 409-6,불로동 87-1,광주 동구,천변우로 409-6,,이끌림<b>호텔</b>,062-225-6665,,,,,,0,52db5f11a2eb5150436123fab2d74c75,0,http://ldb.phinf.naver.net/20200923_115/1600805736476Bajlx_PNG/5f6953fca7f858.15826425.png,s,1,1,126.9142242,35.1451653,12,false,vnWW4S6mVru2RHX3cy2cTw==,-173.33,10.00,126.9142680,35.1455350,120,RuevAPAtBHwL2DNH5YjSlQ==,-109.56,-30.00,126.9148788,35.1453972,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,"숙박 스탠다드 더블(넷플릭스) 35,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4900.72,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,37357546,국제비즈니스호텔,062-673-0700,false,0507-1330-0700,1,숙박,호텔,221941,221942,222293,광주광역시 남구 주월동 1287-2,광주광역시 남구 봉선로 8,주월동 1287-2,광주 남구,봉선로 8,,국제비즈니스<b>호텔</b>,062-673-0700,,,,,,13,11c2712de770ef96ccc1f08e3fad9125,0,http://ldb.phinf.naver.net/20191108_55/1573185779416oLpSq_JPEG/%C8%A3%C5%DA%C0%FC%B0%E62.jpg,s,1,1,126.9018006,35.1323581,12,false,WqUGOFrDca6NTGI/NGX0bg==,-113.68,10.00,126.9021005,35.1324893,120,Drx5BxU+/jqZ5HPyxDj3EQ==,90.91,-30.00,126.8969421,35.1324310,124,,,,,,false,1,,,,false,,false,,false,http://gjhotel.co.kr/hotel/reserve.html?pid=25&reserve_form=calendar,,true,126.901925,35.132288,true,126.901925,35.132288,false,매일 00:00~24:00 연중무휴,"호텔숙박료 65,000 | 스위트룸 75,000",,,,false,1,true,https://booking.naver.com/booking/3/bizes/149854,,false,true,false,false,false,,false,,,false,,-1,,5344.83,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"￦55,000~",default,LODGING,55000,,,,,,,,,,,
27,28,11570509,마스터스 관광호텔,062-382-7700,false,,1,숙박,호텔,221941,221942,1003441,광주광역시 서구 치평동 1238-4,광주광역시 서구 상무연하로 46 마스터스관광호텔,치평동 1238-4,광주 서구,상무연하로 46,마스터스관광호텔,마스터스 관광<b>호텔</b>,062-382-7700,전복구이,깐풍기,,,,15,6811f7b98c199f2a499f35176497877b,0,http://ldb.phinf.naver.net/20150831_208/1440997481453rxRFx_JPEG/11570509_0.jpg,s,1,1,126.8506100,35.1522643,12,false,xjjR+ZOIyPNPN2kCV+SOOQ==,85.25,7.00,126.8501787,35.1522201,80,rGUKMNbbRkbwJQFnG/w+lg==,-84.04,-30.00,126.8516693,35.1521530,124,,,,,,false,1,,,,false,,false,,false,http://www.mastershotel.com/,,true,126.8502943,35.1521497,true,126.8502943,35.1521497,false,매일 00:00~24:00,"Dauble 110,000 | speuial Daubl 121,000 | speuial Twin 165,000 | Family Twin 154,000 | Studio Bed 176,000 | Ondol 121,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3321.03,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,1071532810,네모호텔,062-384-6633,false,0507-1494-2203,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1231-9,광주광역시 서구 상무중앙로78번길 22 네모호텔,치평동 1231-9,광주 서구,상무중앙로78번길 22,네모호텔,네모<b>호텔</b>,062-384-6633,,,,,,5,cfa8e2d8f237e1673726b976bae12540,0,http://ldb.phinf.naver.net/20200814_87/1597387191052zH7TW_PNG/5ea90d25666d41.72431691.png,s,1,1,126.8508697,35.1536497,12,false,rmSCVy+h6HXpyYI2D5Xosg==,-170.08,10.00,126.8509157,35.1539105,120,MtQ+qKPdzthfpnzHGRtV0A==,-56.80,-30.00,126.8516693,35.1531258,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,숙박 비지니스 업체문의,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3189.91,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,1670092420,이끌림비지니스호텔,062-225-2222,false,0507-1383-2246,1,숙박,호텔,221941,221942,222293,광주광역시 동구 불로동 75,광주광역시 동구 천변우로 407 이끌림비지니스호텔,불로동 75,광주 동구,천변우로 407,이끌림비지니스호텔,이끌림비지니스<b>호텔</b>,062-225-2222,,,,,,0,92eeb45d28b4fab0db190daca489427d,0,http://ldb.phinf.naver.net/20200917_209/1600328064435roBKd_JPEG/g3r1DknSEaKVYF2QGEGDMkSX.JPG.jpg,s,1,1,126.9139388,35.1451602,8,false,+ZiFJR2O/V/55d7tMzjp7g==,70.65,10.00,126.9137450,35.1450920,120,RuevAPAtBHwL2DNH5YjSlQ==,-104.20,-30.00,126.9148788,35.1453972,124,,,,,,false,1,,,,false,,false,,false,,,true,126.913808,35.145112,true,126.913808,35.145112,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4881.96,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,1477895540,호텔 첫번째,062-236-2521,false,,1,숙박,호텔,221941,221942,222293,광주광역시 동구 학동 168,광주광역시 동구 백서로 120,학동 168,광주 동구,백서로 120,,<b>호텔</b> 첫번째,062-236-2521,,,,,,1,0a2c9b80c44e4094fe1822cc135d172f,0,http://ldb.phinf.naver.net/20200824_227/1598243956593OIezv_PNG/5f1a3ef9c20ee6.31599599.png,s,1,1,126.9185704,35.1415522,8,false,dD0Bq0mVP1GI1YYfkh2uRw==,167.16,10.00,126.9185306,35.1417256,120,wSnGk8b+TQh53ZK2qzqZhA==,99.57,-30.00,126.9150009,35.1421509,124,,,,,,false,1,,,,false,,false,,false,,,true,126.918594,35.141649,true,126.918594,35.141649,false,,"숙박 트윈 45,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5464.03,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,38287587,돔호텔,062-446-0700,false,0507-1494-0702,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 쌍암동 666-8,광주광역시 광산구 임방울대로801번길 35-6,쌍암동 666-8,광주 광산구,임방울대로801번길 35-6,,돔<b>호텔</b>,062-446-0700,,,,,,5,38d312d46316b68fbc47afb338b1bcf3,0,http://ldb.phinf.naver.net/20200602_182/1591042556289u3f5E_PNG/5ed4969f825767.57198237.png,s,1,1,126.8451775,35.2198198,12,false,EeOYJ5QsBI8m7UdcRuyxwA==,-5.68,10.00,126.8451939,35.2196552,120,dT1ar/xDOsE8x6hiTp2O/A==,96.83,-30.00,126.8426590,35.2201195,124,,,,,,false,1,,,,false,,false,,false,,,true,126.845202,35.219726,true,126.845202,35.219726,false,,"숙박 디럭스 50,000",,,,false,1,true,https://booking.naver.com/booking/3/bizes/277145,,false,true,false,false,false,,false,,,true,,-1,,5667.75,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,"￦45,000~",default,LODGING,45000,,,,,,,,,,,
