index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/0/3,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords,shortAddress,categoryPath/1/0,categoryPath/1/1,context/0,context/1,context/2,context/3,categoryPath/1/2,context/4,skyPanorama,shortAddress/2,categoryPath/0/4,microReview/0,microReview/1,microReview/2,microReview/3,microReview/4,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice
10,51,33546256,명품무인텔,062-384-1111,false,0507-1397-1112,1,숙박,모텔,221941,221946,230778,광주광역시 서구 화정동 23-18,광주광역시 서구 화운로220번길 5,화정동 23-18,광주 서구,화운로220번길 5,명품무인텔,062-384-1111,31,48071f2d51247512d0e2b3907aed5821,0,http://ldb.phinf.naver.net/20170818_195/1503042420548DQkGl_JPEG/1503042419944_59968cd566aaae124841a160.jpg,s,1,1,126.8773371,35.1586179,8,false,zGda234cpRiw+uBZqCGQTg==,8.17,10.00,126.8773149,35.1584630,120,aCfJqs9mVKu08ulLVOk3rg==,-82.94,-30.00,126.8791656,35.1583900,124,,,,,,false,1,,,,false,,false,,false,https://mpmuintel.modoo.at,,true,126.877288,35.158521,true,126.877288,35.158521,false,,"숙박 드라이브인 66,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,1826.63,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,52,1912363742,로즈마리,062-400-1218,false,,1,애견카페,,221986,221989,1003665,광주광역시 서구 치평동 1218,광주광역시 서구 시청로 71,치평동 1218,광주 서구,시청로 71,로즈마리,062-400-1218,42,987a83f89491d038f4dc5c8d80daec5e,0,http://ldb.phinf.naver.net/20190712_266/1562865747147zRR7a_JPEG/4AR_N1IR4DvGyGrOA957DvK0.jpg,s,1,1,126.8510378,35.1550127,12,false,SAdroxBnhuM7i1fXESIIzQ==,-71.45,8.38,126.8512550,35.1550050,80,t/4R9ziPOmMwBtnIRPi5rg==,-118.69,-30.00,126.8516693,35.1553574,124,,,,,,false,1,,,,false,,false,,false,,,true,126.850749,35.1551,true,126.8511,35.154786,false,평일 08:00~02:00 연중무휴 | 주말 11:00~02:00 연중무휴,"아메리카노 5,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3068.70,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
12,53,37081855,올레모텔,062-446-0077,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 우산동 1575-7,광주광역시 광산구 무진대로211번길 7,우산동 1575-7,광주 광산구,무진대로211번길 7,올레모텔,062-446-0077,12,cb2e1548420842ebd78705f0f252a8e3,0,http://ldb.phinf.naver.net/20180428_70/1524860335028bVMvc_JPEG/5ae301a78a5948.19790666.jpg,s,1,1,126.8034840,35.1627191,12,false,LcB6g8SL8tqHl1QPCEkiUw==,13.20,10.00,126.8033885,35.1623116,120,Z2VGbFszr1TTtZix9MQyvA==,-98.39,-30.00,126.8066635,35.1631851,124,,,,,,false,1,,,,false,,false,,false,http://ollehmotel.co.kr/,,true,126.803588,35.162942,true,126.803588,35.162942,false,,"숙박 스탠다드 - 스타일러 45,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6596.21,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,false,126.803695,35.162429,false,126.803695,35.162429,,,,,힐링,,,,,,,,,,,,,,,,,
13,54,1933249480,독크루,010-5914-3348,false,0507-1351-3348,1,애견카페,,221986,221989,1003665,광주광역시 광산구 수완동 1521,광주광역시 광산구 수완로11번안길 15,수완동 1521,광주 광산구,수완로11번안길 15,독크루,010-5914-3348,86,8e96dbaaf7d0c837aed6d9baf85bd761,0,http://ldb.phinf.naver.net/20190722_199/1563784522440bJhGj_JPEG/VpoguFfG-cqlD9TwlqTGgkk2.jpg,s,1,1,126.8268632,35.1870322,12,false,xtVjEZxUsnTx9Yj+S+hDCA==,-101.30,10.00,126.8269965,35.1870587,120,Y1BV62YNVpsjKy12/wkShw==,76.42,-30.00,126.8244476,35.1864471,124,,,,,,false,1,,,,false,,false,,false,https://cafe.naver.com/hammershouse,,,,,,,,false,매일 10:00~22:00,강아지 입장료 없음 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4535.74,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
14,55,1569405675,아담스펫강아지&가필드고양이,010-3677-3960,false,0507-1343-6667,1,반려동물,반려동물분양,223267,223272,1003294,광주광역시 광산구 흑석동  577 1층 데려가개,광주광역시 광산구 풍영로101번안길 7-10,흑석동  577 1층 데려가개,광주 광산구,풍영로101번안길 7-10,아담스펫강아지&가필드고양이,010-3677-3960,566,0f81f3f7a785de3b7f53f50e5237c64c,0,http://ldb.phinf.naver.net/20200226_101/1582652696834nLA5c_PNG/DixB9PD4b41lht0GlNiWh3XL.png,s,1,1,126.8100890,35.1806008,12,false,WXM8z3Ga4vnIYimHxBKnSQ==,-46.63,10.00,126.8101642,35.1805298,120,8oqvJWasZg9q56ha+m+EWQ==,97.19,-30.00,126.8066635,35.1810303,124,,,,,,false,1,,,,false,,false,,false,http://www.adamspet.co.kr/,,,,,,,,false,매일 00:00~24:00  ❤최저가분양❤,애견분양 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5889.54,nres://marker/00063-00006,nres://marker/00063-00159,,,,,224288,,,,,,,,,,,,,,,,,,,231746,,,,,,,,,
15,56,1127202379,버디독,010-6391-1018,false,,1,애견카페,,221986,221989,1003665,광주광역시 서구 금호동 237,광주광역시 서구 화개1로 67 2층 버디독,금호동 237,광주 서구,화개1로 67,버디독,010-6391-1018,34,49294b20eb5b53757e8105e7b12481c4,0,http://ldb.phinf.naver.net/20200508_166/1588923468088cOy73_JPEG/jXum4GBDbcOEboVn3WloFEkB.jpg,s,1,1,126.8546057,35.1300315,8,false,Wdjlgj1qp0NyFT0EZH9b0g==,-90.43,10.00,126.8551100,35.1300349,120,2C4lbLKwfuAxeK1fBegidA==,-91.52,-30.00,126.8611145,35.1301994,124,,,,,,false,1,,,,false,,false,,false,http://www.makeus.net/34633,,true,126.855043,35.130072,true,126.855043,35.130072,false,매일 10:00~00:30 연중무휴,"아메리카노 5,500",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5305.84,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,,,,,,,,,,,,,,,,,2층 버디독,,,,,,,,,,
16,57,1653835053,홍콩반점0410 광주상무점,062-370-8031,false,,1,중식,중식당,220036,220039,220091,광주광역시 서구 치평동 1231-5,광주광역시 서구 시청로 53,치평동 1231-5,광주 서구,시청로 53,홍콩반점0410 <b>광주</b>상무점,062-370-8031,1,367e61431cb8cbeb1afc12f0a384c86c,0,http://ldb.phinf.naver.net/20180403_288/1522751067539KtHpK_PNG/TimENC9Zp9xN1uSM1_Tr-2TR.png,s,1,1,126.8511560,35.1531842,12,false,ywgmizI2op/bm16M3yGihg==,4.84,1.92,126.8511016,35.1529423,100,MtQ+qKPdzthfpnzHGRtV0A==,-83.55,-30.00,126.8516693,35.1531258,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 11:00~21:30 브레이크 타임 15:00~16:30,"짬뽕 5,500 | 짜장면 4,500 | 탕수육(소) 11,000 | 짬뽕밥 6,000 | 짜장밥 6,500 | 군만두 4,000 | 쟁반짜장 12,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3211.19,nres://marker/00063-00122,nres://marker/00063-00276,,,,,220908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,58,199885240,바로동물병원,062-714-1755,false,,1,"건강,의료",동물병원,223175,223177,,광주광역시 남구 주월동 621-1,광주광역시 남구 금화로 376,주월동 621-1,광주 남구,금화로 376,바로동물병원,062-714-1755,0,56f4084dc0e56d0c0ff499cfae2bcb1f,0,http://ldb.phinf.naver.net/20190510_156/1557498331079le8zY_JPEG/olrTzdVBSGC5W8aciXGxtT8V.jpeg.jpg,s,1,1,126.8869523,35.1412383,12,false,bM22Qi0E7WF93r/wIsO1HQ==,-102.12,27.50,126.8870828,35.1413140,85,OOyqr/lTDMu0TH20F3zL6w==,-105.75,-30.00,126.8897247,35.1420174,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/baro-ah,,,,,,,,false,평일 09:30~19:00 | 토요일 09:30~17:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3910.91,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
18,59,37373603,독스맘,062-412-3192,false,0507-1401-3192,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 서구 쌍촌동 265,광주광역시 서구 내방로240번길 1,쌍촌동 265,광주 서구,내방로240번길 1,독스맘,062-412-3192,5,d65271e9253e6b0459310195e4c04109,0,http://ldb.phinf.naver.net/20160212_102/1455262368571MnlDG_JPEG/176162566268393_0.jpeg,s,1,1,126.8669543,35.1575375,12,false,OZYaTz0NbBMf5VFlJ76sXg==,98.37,10.00,126.8668155,35.1575578,120,3QzVReeqmqukPQxW+XZpvw==,-90.65,-30.00,126.8711090,35.1575813,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/dogs_mom,,true,126.866899,35.157676,true,126.866899,35.157676,false,평일 09:00~21:00 | 목요일 휴무 | 주말 09:00~21:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2045.01,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
19,60,1804017075,붕가붕가샵,062-376-7576,false,,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 서구 쌍촌동 1360-11 1층,광주광역시 서구 상일로24번길 4 1층,쌍촌동 1360-11 1층,광주 서구,상일로24번길 4,붕가붕가샵,062-376-7576,232,5f7c6687a3ac7207a3ab80e3b24fd45b,0,http://ldb.phinf.naver.net/20171221_141/1513782718428kP4sD_JPEG/LVurXt5e6RN3zTcn5138Y0nl.jpg,s,1,1,126.8635305,35.1575447,12,false,ugVE0juslzmkopuCyL1iaA==,-139.82,10.00,126.8635675,35.1575884,120,hjiGGBSRDe7WQQeTy+/ovw==,96.23,-30.00,126.8608322,35.1578369,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/wnstmrdl1004,,true,126.863402,35.157467,true,126.863402,35.157467,false,매일 10:00~21:30 연중무휴,애견미용 변동가격(업주문의) | 애견유치원 변동가격(업주문의) | 애견호텔 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2168.16,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,221986,221989,,,,,1003268,,,1층,,,,,,,,,,
20,61,1261504114,고양이집사 광주본점,010-5810-2869,false,0507-1321-2860,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 서구 화정동 765-1,"광주광역시 서구 화운로142번길 10 109동 6호(화정동, 더브이테라스상가)",화정동 765-1,광주 서구,화운로142번길 10,고양이집사 <b>광주</b>본점,010-5810-2869,33,db6549b04dbeb0e903e0260fb171df8f,0,http://ldb.phinf.naver.net/20190527_259/1558931014349wghyK_JPEG/0mIZOXFRoKNCiHMHtz4IHh31.jpg,s,1,1,126.8782745,35.1517206,12,false,2fhxzgefO0WE9YhSZSxgrQ==,167.08,10.00,126.8782520,35.1518180,120,3foPM8zCDA9tQFbssZpU5g==,-105.42,-30.00,126.8792648,35.1519928,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/c.a.t_butler,,true,126.878717,35.151793,true,126.878206,35.151786,false,매일 10:00~20:00,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2598.65,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,false,126.878457,35.151827,,,,,,,,,,,,"109동 6호(화정동, 더브이테라스상가)",,,,,,,,,,
21,62,1882564299,씰리침대 광주상무점,062-385-0063,false,,1,가구,침대,223563,223570,223699,광주광역시 서구 쌍촌동 985-12,광주광역시 서구 상무대로 908,쌍촌동 985-12,광주 서구,상무대로 908,씰리침대 <b>광주</b>상무점,062-385-0063,0,0b1726471eab268431e9e5715e8d7dfc,0,,s,1,1,126.8611565,35.1506307,12,false,MuEzitqubKW6/iwjY+v5/g==,168.31,4.00,126.8611068,35.1508428,80,YHqN1caeXaBTe/pf+fZ+Vw==,54.30,-30.00,126.8605576,35.1501999,124,,,,,,false,1,,,,false,,false,,false,http://www.sealy.co.kr/,,true,126.861522,35.150797,true,126.861294,35.150767,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2955.45,nres://marker/00063-00138,nres://marker/00063-00292,,,,,224217,,,,,,,,,222606,222607,,,,,1004452,,,,231403,,,,,,,,,
22,63,1673147338,독크루 첨단점,010-5687-4443,false,0507-1385-4443,1,애견카페,,221986,221989,1003665,광주광역시 북구 신용동 810,광주광역시 북구 첨단연신로108번길 51-17,신용동 810,광주 북구,첨단연신로108번길 51-17,독크루 첨단점,010-5687-4443,23,9098ec9362731a1297d0f69da156878c,0,http://ldb.phinf.naver.net/20200514_43/1589455449081eNdFu_JPEG/5xwQEDNmz-45x9CGLuLl5eBb.jpg,s,1,1,126.8650779,35.2085426,12,false,CtgkTAnfE1SG/MGmr2OdZA==,-176.35,10.00,126.8650880,35.2086970,120,Zv9VWQrzvYI1mPDnDKPp1Q==,92.85,-30.00,126.8611145,35.2087364,124,,,,,,false,1,,,,false,,false,,false,https://cafe.naver.com/hammershouse,,,,,,,,false,매일 10:00~22:00 연중무휴,강아지 입장료 없음 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3844.23,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
