index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,address,roadAddress,abbrAddress,shortAddress,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,poiInfo/relation/detail/3/type,poiInfo/relation/detail/3/sid,poiInfo/relation/detail/3/fullName,poiInfo/relation/detail/3/name,poiInfo/relation/detail/3/category,poiInfo/relation/detail/3/xPos,poiInfo/relation/detail/3/yPos,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,shortAddress/0,shortAddress/1,shortAddress/2,poiInfo/relation/detail/4/type,poiInfo/relation/detail/4/sid,poiInfo/relation/detail/4/fullName,poiInfo/relation/detail/4/name,poiInfo/relation/detail/4/category,poiInfo/relation/detail/4/xPos,poiInfo/relation/detail/4/yPos,poiInfo/relation/detail/5/type,poiInfo/relation/detail/5/sid,poiInfo/relation/detail/5/fullName,poiInfo/relation/detail/5/name,poiInfo/relation/detail/5/category,poiInfo/relation/detail/5/xPos,poiInfo/relation/detail/5/yPos,poiInfo/relation/detail/6/type,poiInfo/relation/detail/6/sid,poiInfo/relation/detail/6/fullName,poiInfo/relation/detail/6/name,poiInfo/relation/detail/6/category,poiInfo/relation/detail/6/xPos,poiInfo/relation/detail/6/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk/3/rep,entranceCoords/walk/3/x,entranceCoords/walk/3/y,entranceCoords/walk/4/rep,entranceCoords/walk/4/x,entranceCoords/walk/4/y,entranceCoords/walk/5/rep,entranceCoords/walk/5/x,entranceCoords/walk/5/y,poiInfo/relation,entranceCoords,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,context/0,context/1,context/2,context/3,context/4,skyPanorama,categoryPath/1/3,streetPanorama,categoryPath/1/4,entranceCoords/walk,poiInfo/relation/detail,theme/isWingbus,theme/isWingspoon,theme/isHospital,theme/isMovie,theme/isSubway,theme/isStation,theme/isTerminal,theme/isAirport,theme/isLand,theme/isHotel,theme/themeId,theme/targetUrl,entranceCoords/car,subway/id,subway/lane
10,31,1410404301,CU 광주영락공원점,062-571-7106,false,,1,"생활,편의",편의점,223267,223271,223310,,광주광역시 북구 효령동 283-2 1층,광주광역시 북구 하서로 987 1층,효령동 283-2 1층,,CU <b>광주</b>영락<b>공원</b>점,062-571-7106,0,39806cc83eab2d0b799a0e72538507db,0,http://ldb.phinf.naver.net/20200109_34/1578536934584lARkQ_PNG/G4sy524RQNZsd00KCNdMc-Oy.png,s,1,1,126.9154078,35.2447113,12,false,iI9+KEcdcESdio+iQfpReQ==,-17.82,10.00,126.9154671,35.2445269,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.915219,35.244767,true,126.915428,35.24467,,,,,,,false,매일 06:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8619.77,nres://marker/00063-00050,nres://marker/00063-00203,,,,,광주 북구,하서로 987,1층,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004380,,,,,,,1002043,,,,,,,,,,,,,,,,,,,
11,32,1011797551,능평레포츠공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,경기도 광주시 오포읍 능평리 83,,,,능평레포츠<b>공원</b>,,5,ea576c7dc9a643784d9634c130925c72,0,,s,1,1,127.1831449,37.3459018,10,false,uJoOfcqOsF5oaKg3xoQplQ==,85.99,-4.80,127.1829135,37.3457932,80,iCzFnp738jWF2ng4kaHnxA==,71.95,-30.00,127.1808319,37.3451462,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,243199.49,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33,38407744,경암근린공원유아숲체험원,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,광주광역시 광산구 하남동,,,,경암근린<b>공원</b>유아숲체험원,,8,3f2f4b28a09ceae3485fd2ea130103f4,0,,s,1,1,126.8000544,35.1788047,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6781.89,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34,21250831,광주어린이교통공원,062-972-0054,false,,1,"서비스,산업",IT서비스,225111,225125,225254,226381,광주광역시 북구 오룡동 1113,광주광역시 북구 임방울대로 877 어린이교통공원,오룡동 1113,,<b>광주</b>어린이교통<b>공원</b>,062-972-0054,0,535c2cba3b91739bbe96aa82fa4c0c5e,0,,s,1,1,126.8563410,35.2197627,12,false,,,,,,,44IMuW5wJ8vsX3HOk2gMoQ==,83.89,-30.00,126.8522186,35.2193184,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://xn--ob0b2b1j928boto1rbz6as8fl81a.kr/,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5261.63,nres://marker/00060-00035,nres://marker/00060-00189,,,,,광주 북구,임방울대로 877,어린이교통공원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공원,체험학습,물놀이장,,,,,,,,,,,,,,,,,,,,,,,
14,35,38591179,이마트24 광주우치공원점,02-6916-1500,false,,1,"생활,편의",편의점,223267,223271,229150,,광주광역시 북구 생용동 산127-2,광주광역시 북구 우치로 677 광주패밀리랜드 건물 1동 B호,생용동 산127-2,,이마트24 <b>광주</b>우치<b>공원</b>점,02-6916-1500,0,6452901b0068e8b58f671c9ca4e3676d,0,http://ldb.phinf.naver.net/20170821_241/1503294727581vbnw2_JPEG/tAagpb4P9SF_vHSk6vQhmpsz.jpg,s,1,1,126.8940666,35.2235333,8,false,,,,,,,99UchmRC56y5bs9cBnca+Q==,31.29,-30.00,126.8937378,35.2229919,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.emart24.co.kr,,,,,,,,,,,,,,false,매일 09:00~18:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5702.99,nres://marker/00063-00051,nres://marker/00063-00204,,,,,광주 북구,우치로 677,광주패밀리랜드 건물 1동 B호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,
15,36,16288070,월산근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 월산동,,,,월산근린<b>공원</b>,,12,0d70047eb666da67d294aad48cbe336d,0,,s,1,1,126.8983238,35.1421262,12,false,yGiWBn49KH7S5CEBqW/ifA==,-96.02,-1.85,126.8993007,35.1418612,80,6ETaoXf5OWY9s+iwB+CNIg==,83.40,-30.00,126.8966675,35.1419334,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.89993,35.1417048,true,126.89993,35.1417048,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4241.42,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,37,11491378,광주광역시푸른도시사업소,062-613-6467,false,0507-1401-1187,1,"여행,명소",관리사무소,222117,222123,222180,,광주광역시 북구 금곡동 산209-5,광주광역시 북구 무등로 1550,금곡동 산209-5,,<b>광주</b>광역시푸른도시사업소,062-613-6467,51,a8926f54c696022c9973b63b07652323,0,http://ldb.phinf.naver.net/20150831_166/1440992259976n8Hp3_PNG/116266537556799_0.png,s,1,1,126.9889875,35.1441071,9,false,HbXfry80SPjZuJ/EAW5sow==,-115.12,8.02,126.9891204,35.1442113,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://mudeungsan.gwangju.go.kr/,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,10968.82,nres://marker/00060-00035,nres://marker/00060-00189,,,,,광주 북구,무등로 1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,38,36920835,CU 광주물빛공원점,031-761-9113,false,,1,"생활,편의",편의점,223267,223271,223310,,경기도 광주시 중대동 105-1,경기도 광주시 순암로 276,중대동 105-1,,CU <b>광주</b>물빛<b>공원</b>점,031-761-9113,0,07596fb92b0050022c43be64bb5953d1,0,http://ldb.phinf.naver.net/20200109_34/1578536934584lARkQ_PNG/G4sy524RQNZsd00KCNdMc-Oy.png,s,1,1,127.2219445,37.4013551,12,false,kY3j8qDIBsSyK6y1HJURFg==,-52.74,10.00,127.2219971,37.4013151,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://cu.bgfretail.com/,,true,127.2217,37.4013,true,127.2217,37.4013,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,249741.04,nres://marker/00063-00050,nres://marker/00063-00203,,,,,경기 광주시,순암로 276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004380,,,,,,,1004381,,1004390,,,,,,,,,,,,,,,,,
18,39,16297111,유안근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 봉선동,,,,유안근린<b>공원</b>,,10,f35e430b02cfa8f192fb7427dedc112b,0,,s,1,1,126.9166771,35.1237152,12,false,ACED22lmVNFhvlSKQxs5Gg==,-158.85,-3.52,126.9165550,35.1242880,80,1tBZC1D2ICN7tO5r9aDyTQ==,68.85,-30.00,126.9151001,35.1231041,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6867.55,nres://marker/00054-00096,nres://marker/00054-00237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,40,1178863725,킹콩떡볶이 광주하남공원점,062-954-7774,false,,1,음식점,분식,220036,220048,226413,,광주광역시 광산구 하남동 624,광주광역시 광산구 하남대로54번안길 3,하남동 624,,킹콩떡볶이 <b>광주</b>하남<b>공원</b>점,062-954-7774,8,9c6a787716fac6d7a5f982b6e34e7134,0,http://ldb.phinf.naver.net/20181213_50/1544687155871Nb571_JPEG/kahXjBuimS59l70R9SshlzWM.jpg,s,1,1,126.7993506,35.1777797,12,false,e9tZxBxpqztY548zgU0Jyg==,73.03,10.00,126.7992283,35.1777423,120,/72ggfJRagEUoR/XezMwUQ==,85.79,-30.00,126.7986374,35.1777267,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.bigkingkong.com/,,,,,,,,,,,,,,false,"매일 12:00~22:00 매달 1,3째주 일요일 휴무","킹콩떡볶이 3,000 | 국물떡볶이 3,000 | 눈꽃치즈떡볶이 4,000 | 파닭떡볶이 4,500 | 버터양념감자 3,000 | 찰떡순대 3,500 | 갈비맛군만두 3,500 | 쿵쿵튀김 3,000 | 마약오튀밥 3,000 | 바삭치킨마요 3,500 | 치즈스틱 2,500",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,6839.46,nres://marker/00063-00122,nres://marker/00063-00276,,,,,광주 광산구,하남대로54번안길 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,41,1677826646,세븐일레븐 광주첨단2공원점,,false,,0,"생활,편의",편의점,223267,223271,223308,,광주광역시 북구 신용동 708,광주광역시 북구 첨단연신로91번길 32-10,신용동 708,,세븐일레븐 <b>광주</b>첨단2<b>공원</b>점,,0,3e1a72378957b52b72df88ec37d7a798,0,http://ldb.phinf.naver.net/20160512_248/1463013758149jMIK0_JPEG/176462497257574_0.jpeg,s,1,1,126.8611213,35.2070457,12,false,US0sQSfiKfr9Ue+ao5h0gQ==,144.66,4.81,126.8609038,35.2071609,80,IX7D9IpkDHLeRd+J++pFyg==,0.66,-30.00,126.8611145,35.2064476,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.7-eleven.co.kr,,true,126.860979,35.206922,true,126.860979,35.206922,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3781.53,nres://marker/00063-00049,nres://marker/00063-00202,,,,,광주 북구,첨단연신로91번길 32-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,
21,42,32521077,푸른길공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 동구 동명동,,,,푸른길<b>공원</b>,,27,a13e39538bb0082830eafe32779eaa95,0,,s,1,1,126.9283672,35.1498249,12,false,Z9hUvIMY6jsHxQ6mFykQ7w==,-11.62,-0.14,126.9283854,35.1498769,80,rih/e161NOe/475fOqkdnQ==,95.18,-30.00,126.9255524,35.1500778,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5641.46,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,43,21773741,CU 광주경안공원점,031-767-9118,false,,1,"생활,편의",편의점,223267,223271,223310,,경기도 광주시 역동 1-17,경기도 광주시 문화로 46-1,역동 1-17,,CU <b>광주</b>경안<b>공원</b>점,031-767-9118,0,401b00462653d6a6517ffdf1be116391,0,http://ldb.phinf.naver.net/20200109_34/1578536934584lARkQ_PNG/G4sy524RQNZsd00KCNdMc-Oy.png,s,1,1,127.2544833,37.4078175,12,false,HJMXvhfktoo6/xsnel+Ulw==,73.66,9.13,127.2543621,37.4077874,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://cu.bgfretail.com/,,true,127.254489,37.407766,true,127.254489,37.407766,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,250834.34,nres://marker/00063-00050,nres://marker/00063-00203,,,,,경기 광주시,문화로 46-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004380,,,,,,,1002043,,,,,,,,,,,,,,,,,,,
23,44,30836363,(담양)재단법인광주구천주교공원묘원,062-227-7124,false,,1,장례,묘지,223267,223280,223376,229172,전라남도 담양군 월산면 광암리 57-1,전라남도 담양군 월산면 월광로 512,광암리 57-1,,(담양)재단법인<b>광주</b>구천주교<b>공원</b>묘원,062-227-7124,0,f09f046de64b2e85d67d253d2820e325,0,,s,1,1,126.9656277,35.3707658,12,false,3euOnaHksCMaHCRB0kVJqg==,136.06,10.00,126.9655000,35.3708980,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.gjccp.kr/,,true,126.965409,35.370597,true,126.965409,35.370597,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,23323.28,nres://marker/00063-00035,nres://marker/00063-00188,,,,,전남 담양군 월산면,월광로 512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,45,37874643,세븐일레븐 광주산정공원로점,062-951-4175,false,,1,"생활,편의",편의점,223267,223271,223308,,광주광역시 광산구 월곡동 509-8,광주광역시 광산구 산정공원로 60,월곡동 509-8,,세븐일레븐 <b>광주</b>산정<b>공원</b>로점,062-951-4175,0,98edc264fa93a01d614687e24c7c1341,0,,s,1,1,126.8063655,35.1728701,12,false,YUdBViaCQIURLdo1h4YmBg==,112.80,10.00,126.8062511,35.1729181,120,1t2F55nmWtRqeG7rcdKvDw==,-96.73,-30.00,126.8066635,35.1729050,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.80643,35.172831,true,126.80643,35.172831,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6197.76,nres://marker/00063-00049,nres://marker/00063-00202,,,,,광주 광산구,산정공원로 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004380,,,,,,,1002043,,,,,,,,,,,,,,,,,,,
25,46,16316273,망월공원묘지,,false,,0,장례,묘지,223267,223280,223376,229174,광주광역시 북구 수곡동 산30-4,,,,망월<b>공원</b>묘지,,0,1f3e72d6a54289d1a3f952e0954d4f95,0,,s,1,1,126.9326625,35.2356929,11,false,qmMj/m6t7NIswaKeH3hnqQ==,-48.12,10.00,126.9330752,35.2353226,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.9348267,35.2360162,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8593.84,nres://marker/00060-00060,nres://marker/00060-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,47,16273458,쌍학어린이공원,,false,,0,지역명소,"도시,테마공원",222117,222122,222170,231762,광주광역시 서구 쌍촌동,,,,쌍학어린이<b>공원</b>,,14,4ea4bab4615d4b9c3a0bdabdd89399d9,0,,s,1,1,126.8670750,35.1468150,12,false,pOz2G3SWYTTCNrOzasu06w==,97.53,1.94,126.8665324,35.1466561,80,h1aqiX6WJtVmTmx/7nr/ug==,-94.01,-30.00,126.8711090,35.1470947,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3192.56,nres://marker/00045-00079,nres://marker/00045-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,48,19624942,푸른길공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 동구 계림동,,,,푸른길<b>공원</b>,,24,1f583d4ce475c8cc28ea42687cf416dd,0,,s,1,1,126.9166000,35.1639583,12,false,DtcdJMPgdISBJ11laVMMuA==,96.94,-0.69,126.9157563,35.1641262,80,Nb0SFsCAbvPO+aX+l7dkSw==,101.82,-30.00,126.9152756,35.1642342,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4021.84,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,49,16317316,첨단근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 북구 오룡동,,,,첨단근린<b>공원</b>,,6,c9a3ddd67255292af42cfc4ac5c47c8e,0,,s,1,1,126.8562620,35.2206135,12,false,PD0E6mRl6nSZA3Le7+ZvLQ==,159.89,3.61,126.8562527,35.2218291,80,oW2B3DDLKcg5BtVL4lFWGw==,103.65,-30.00,126.8525009,35.2215233,124,,,,,1,RELA,1.0,16317316,117.9926027,19.6944771,117.9926027,19.6944771,5,19624681,첨단근린공원입구,입구,입구(사람),126.8588500,35.2203833,5,19624679,첨단근린공원입구,입구,입구(사람),126.8581889,35.2196917,5,19629342,첨단근린공원입구,입구,입구(사람),126.8562675,35.2217435,1,19615434,첨단근린공원주차장입구,주차장입구,입구(사람+차량),126.8535779,35.2201684,true,1,,,,false,,false,,false,,,true,126.8535779,35.2201684,true,126.8562675,35.2217435,false,126.85885,35.2203833,false,126.8581889,35.2196917,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5353.85,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,50,16271271,농성광장,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 서구 농성동,,,,농성광장,,17,77d862d8c7e24c8976f1764f7ec7f2e7,0,,s,1,1,126.8854250,35.1530570,12,false,XucHRXDIL+39BZ0vACkKvw==,-79.31,-2.12,126.8859975,35.1528375,80,u5wPJRPoAfj5WpnqegczYw==,-88.37,-30.00,126.8897247,35.1529312,124,,,,,1,RELA,1.0,16271271,117.9926027,19.6944771,117.9926027,19.6944771,5,19621354,농성광장입구,입구,입구(사람),126.8852252,35.1526860,5,19621359,농성광장입구,입구,입구(사람),126.8855517,35.1533791,5,19621356,농성광장입구,입구,입구(사람),126.8857314,35.1523142,5,19621357,농성광장입구,입구,입구(사람),126.8859339,35.1528522,true,1,,,,false,,false,,false,,,true,126.8859339,35.1528522,true,126.8859339,35.1528522,false,126.8852252,35.152686,false,126.8855517,35.1533791,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2623.90,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.8857314,35.1523142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,51,19972424,광남생활체육공원,,false,,0,지역명소,"도시,테마공원",222117,222122,222170,231762,경기도 광주시 태전동,,,,광남생활체육<b>공원</b>,,4,1c1e16eb44b3fd5b097ccec09a75fab4,0,,s,1,1,127.2371715,37.3888629,12,false,uLD2s10ypAFRCRELIwdJWA==,116.29,5.35,127.2364776,37.3890853,53,,,,,,,,,,,1,RELA,1.0,19972424,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,248537.13,nres://marker/00045-00079,nres://marker/00045-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,52,201849244,선운공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 선암동,,,,선운<b>공원</b>,,9,9e38c765d27be344ccc7b36963d4ca91,0,,s,1,1,126.7692940,35.1478184,11,false,m/HeAppCa2q0PxyHJ9n66g==,-99.28,1.39,126.7697772,35.1479963,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,10029.84,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,53,18287754,곤지암도자공원스페인조각공원,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 곤지암읍 삼리,,,,곤지암도자<b>공원</b>스페인조각<b>공원</b>,,22,159070a133999ff8ac47cbc225d35a6e,0,,s,1,1,127.3264920,37.3482494,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,245255.27,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,54,33707735,효천물빛노닐터,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 임암동,,,,효천물빛노닐터,,8,4e0243305ae37b143656a6a05ea386e9,0,,s,1,1,126.8644183,35.1046219,11,false,2NUTL5VjPytlL2Dr7TgsJQ==,38.96,3.17,126.8642568,35.1044567,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,false,126.8639207,35.1046879,false,126.8639207,35.1046879,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7870.08,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
