index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,entranceCoords/walk,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,shortAddress,skyPanorama,entranceCoords,categoryPath/1/3,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice,categoryPath/0/3,shortAddress/2,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,context/0,context/1,context/2,context/3,context/4,microReview/0,microReview/1,microReview/2,microReview/3,microReview/4,poiInfo/relation/detail,streetPanorama
10,21,11859380,어썸무인호텔,062-673-0080,false,,1,숙박,모텔,221941,221946,230778,광주광역시 남구 주월동 1272-12,광주광역시 남구 봉선로9번길 31-1,주월동 1272-12,광주 남구,봉선로9번길 31-1,어썸무인<b>호텔</b>,062-673-0080,34,bdeac8d4feaee8cb9698be544135b2a9,0,http://ldb.phinf.naver.net/20200731_154/1596171384008F1Yzs_JPEG/5df0ca40f36593.06116872.jpg,s,1,1,126.9058678,35.1327656,12,false,czoK+nvbunUiWI1I24/NTQ==,-23.30,10.00,126.9059330,35.1326142,120,419fOerlGaZPpssr6cg/Kg==,-81.46,-30.00,126.9066696,35.1326447,124,,,,,,false,1,,,,false,,false,,false,,,true,126.905929,35.13265,true,126.905929,35.13265,false,,"숙박 DELUX (공기청정기, 코로나안심객실-매일소독) 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5488.09,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,15952103,궁무인호텔,062-974-0068,false,0507-1446-0086,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 쌍암동 685-5,광주광역시 광산구 임방울대로825번길 22-33,쌍암동 685-5,광주 광산구,임방울대로825번길 22-33,궁무인<b>호텔</b>,062-974-0068,6,c08ec1fb4bf2abd57be00ef530c0b7ce,0,http://ldb.phinf.naver.net/20180801_83/1533055811301zT9KT_JPEG/65469653fb59055c9d847c59fe7dab6d.jpg,s,1,1,126.8502497,35.2191343,12,false,tXq27ACF7n3p3n1DRDEJEQ==,-4.19,10.00,126.8502618,35.2189700,120,44IMuW5wJ8vsX3HOk2gMoQ==,-95.39,-30.00,126.8522186,35.2193184,124,,,,,,false,1,,,,false,,false,,false,,,true,126.850439,35.219177,true,126.850439,35.219177,false,,"숙박 드라이브 VIP 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5396.52,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.850078,35.219042,222606,222607,1004452,,,,,,,,,,,false,126.850078,35.219042,,,,,,,,,,,,
12,23,38249487,신세계광주특급호텔(2021년6월예정),,false,,0,숙박,호텔,221941,221942,222293,광주광역시 서구 화정동 12-13,광주광역시 서구 죽봉대로 61,화정동 12-13,광주 서구,죽봉대로 61,신세계<b>광주</b>특급<b>호텔</b>(2021년6월예정),,0,023b6bb340f983754c0d596f936e602c,0,,s,1,1,126.8820218,35.1588129,12,false,25XFY8Z+W9BA3kxm2gmsgw==,-170.84,10.00,126.8821022,35.1593060,120,aCfJqs9mVKu08ulLVOk3rg==,81.62,-30.00,126.8791656,35.1583900,124,,,,,,false,1,,,,false,,false,,false,,,true,126.881682,35.159245,true,126.8828,35.15895,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1914.16,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.882225,35.1592333,,,,,,,,,,,,,,false,126.881143,35.158895,,,,,,,,,,,,
13,24,32270152,더솔호텔,062-941-3009,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 소촌동 529-28,광주광역시 광산구 어등대로 711,소촌동 529-28,광주 광산구,어등대로 711,더솔<b>호텔</b>,062-941-3009,50,40842b6b513f9551d75df33e5f0ec73e,0,http://ldb.phinf.naver.net/20181023_122/1540239498898uYPV1_JPEG/5bcd4dee6210a2.08269254.jpg,s,1,1,126.7944721,35.1419577,12,false,RhqdVbsXUvZphQ1t6Tv7CQ==,46.45,38.94,126.7943720,35.1418820,75,mkZAIKjvn9Ci8L7PVfX0EA==,-114.25,-30.00,126.7983322,35.1436920,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,"숙박 스탠다드(스타일러) 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8146.49,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,시장,주스,한지,고급진,토스트,,,,,,,
14,25,1432749721,호텔 더테라스,062-945-3601,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 우산동 1606-16,광주광역시 광산구 무진대로212번길 29-9,우산동 1606-16,광주 광산구,무진대로212번길 29-9,<b>호텔</b> 더테라스,062-945-3601,25,b32dbde47d2154d27909cfa94e648785,0,http://ldb.phinf.naver.net/20200129_18/1580242579768603L9_JPEG/5e2febd8131613.63789375.jpg,s,1,1,126.8041726,35.1604732,12,false,vduzDtSfYmQoQPQWIyYASg==,-6.55,10.00,126.8041898,35.1603233,120,WNyPvcclsKxQ/Tx0eD+1uQ==,-102.65,-30.00,126.8066635,35.1610298,124,,,,,,false,1,,,,false,,false,,false,,,true,126.804134,35.160339,true,126.804134,35.160339,false,,"숙박 이벤트 A (안마의자+스타일러+넷플릭스+배틀, 롤 가능) 200,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6591.22,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
15,26,15935810,호텔 여기어때 광주하남점,062-945-4422,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 우산동 1606-6,광주광역시 광산구 무진대로212번길 13-26,우산동 1606-6,광주 광산구,무진대로212번길 13-26,<b>호텔</b> 여기어때 <b>광주</b>하남점,062-945-4422,7,03c06d2dd79167460fe54706f5719343,0,http://ldb.phinf.naver.net/20200226_219/1582647474611KQtFz_JPEG/c97005b6fdb0f23cea6ea03a27ab5985.jpg,s,1,1,126.8049522,35.1607610,12,false,1+p8fDDTJK+bdl0+ihAOBQ==,-171.20,10.00,126.8049829,35.1609570,120,WNyPvcclsKxQ/Tx0eD+1uQ==,-98.98,-30.00,126.8066635,35.1610298,124,,,,,,false,1,,,,false,,false,,false,,,true,126.804983,35.160928,true,126.804983,35.160928,false,,"숙박 최고좋은방 70,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6514.64,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,27,1749617304,호텔수,062-384-6900,false,0507-1383-6901,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1220-4,광주광역시 서구 상무번영로 51 호텔수,치평동 1220-4,광주 서구,상무번영로 51,<b>호텔</b>수,062-384-6900,0,bbc4a7b11c5ab82cc4a697c6a3ff6a9a,0,,s,1,1,126.8527707,35.1545998,8,false,RynG8Ht+1uA+v22nux4k/Q==,-90.27,10.00,126.8530575,35.1546009,120,1lr4prEjAHz579wA7Ziwvw==,79.18,-30.00,126.8516693,35.1543884,124,,,,,,false,1,,,,false,,false,,false,,,true,126.852917,35.154625,true,126.852917,35.154625,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2995.87,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,호텔수,,,,,,,,,,,,,,,
17,28,1151411187,호텔 본라포네,010-9486-7377,false,0507-1384-7377,1,음식점,"카페,디저트",220036,220052,220563,광주광역시 북구 운암동 358-11,광주광역시 북구 황계로55번길 24-5 호텔본라포네,운암동 358-11,광주 북구,황계로55번길 24-5,<b>호텔</b> 본라포네,010-9486-7377,57,b6f39cd76cf676b3fe2e80368bb20fb6,0,http://ldb.phinf.naver.net/20191126_201/1574760460639RfIrG_JPEG/OnjEuLCAekyOyp_ufyywbA14.jpeg.jpg,s,1,1,126.8747897,35.1782978,8,false,CpiNmOqTpHKSVZ8ApuxyKg==,-92.70,10.00,126.8749840,35.1783068,120,moQKymPc0QD7A2R+E7FU1w==,74.19,-30.00,126.8715820,35.1773872,124,,,,,,false,1,,,,false,,false,,false,https://instagram.com/hotelvonrapone,,,,,,,,false,매일 10:00~01:00,"아메리카노 3,800 | 딸기라떼 5,300 | 갈릭파이 900 | 앙버터크라상 5,600 | 구름스무디 5,100 | 블루레모네이드 4,600",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,383.76,nres://marker/00063-00038,nres://marker/00063-00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,호텔본라포네,,,,,,,,,인생포토존이 있는 본라포네카페,본라포네 베이커리카페 여기만한곳,광주 운암동 경성의복 입어볼수 있는 카페,운암동 새로생긴 카페,운암동카페 호텔 본라포네 늦게까지 하는 디저트카페,,
18,29,11715962,호텔더루아,062-232-4696,false,,1,숙박,모텔,221941,221946,230778,광주광역시 동구 남동 171-2,광주광역시 동구 문화전당로35번길 3-10,남동 171-2,광주 동구,문화전당로35번길 3-10,<b>호텔</b>더루아,062-232-4696,20,aaab12e67eeb2c99d8fd15ccb42e29b4,0,http://ldb.phinf.naver.net/20191102_107/1572639322841m8R1m_PNG/5dbbdefe027d64.62251603.png,s,1,1,126.9187004,35.1450890,12,false,BKmAfuTRroqGA3JfI4AWiw==,-138.24,6.81,126.9187944,35.1452210,88,RuevAPAtBHwL2DNH5YjSlQ==,94.66,-30.00,126.9148788,35.1453972,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/endle2,,true,126.918801,35.14513,true,126.918801,35.14513,false,,"숙박 Standard 45,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5214.09,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,37191686,도도하개,070-8860-1631,false,,1,반려동물,반려동물호텔,223267,223272,223316,광주광역시 서구 치평동 1320-5,"광주광역시 서구 상무화원로32번길 23 화신빌딩, 3층",치평동 1320-5,광주 서구,상무화원로32번길 23,도도하개,070-8860-1631,14,037c98dccfcea48d8a735d176391ea13,0,http://ldb.phinf.naver.net/20151014_81/1444800568547J7bpk_JPEG/166958633364428_0.jpeg,s,1,1,126.8456778,35.1459010,12,false,GgfijAoXjIpmwGh8F+gvFQ==,-35.64,10.00,126.8457498,35.1458005,120,7U0GY9MgBANwGJML2qYCjw==,153.25,-30.00,126.8438492,35.1495171,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/pethotel_dodo,,true,126.845674,35.145839,true,126.845718,35.145964,false,매일 07:00~20:00 연중무휴,호텔 이용안내 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4152.25,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,"화신빌딩, 3층",,,,,,,,,,,,,,,
20,31,1568339992,타운홀727,1899-0137,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1261,광주광역시 서구 시청로20번길 2,치평동 1261,광주 서구,시청로20번길 2,타운홀727,1899-0137,1,c0b703529e2e67ebe0c24551a352b72b,0,,s,1,1,126.8520559,35.1500653,12,false,8XuIpx8VGEKkWdI6J/nY0w==,95.82,10.00,126.8516930,35.1501020,120,ZmZvHamA8KYyagG8cVsbMg==,64.98,-30.00,126.8519440,35.1500130,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3430.26,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
