index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,categoryPath/1/3,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,context/0,context/1,context/2,context/3,context/4,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/1/4,skyPanorama,poiInfo/relation,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,shortAddress,streetPanorama,poiInfo/relation/detail/3/type,poiInfo/relation/detail/3/sid,poiInfo/relation/detail/3/fullName,poiInfo/relation/detail/3/name,poiInfo/relation/detail/3/category,poiInfo/relation/detail/3/xPos,poiInfo/relation/detail/3/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/car/2/rep,entranceCoords/car/2/x,entranceCoords/car/2/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y,shortAddress/2,entranceCoords,poiInfo/relation/detail/4/type,poiInfo/relation/detail/4/sid,poiInfo/relation/detail/4/fullName,poiInfo/relation/detail/4/name,poiInfo/relation/detail/4/category,poiInfo/relation/detail/4/xPos,poiInfo/relation/detail/4/yPos,poiInfo/relation/detail/5/type,poiInfo/relation/detail/5/sid,poiInfo/relation/detail/5/fullName,poiInfo/relation/detail/5/name,poiInfo/relation/detail/5/category,poiInfo/relation/detail/5/xPos,poiInfo/relation/detail/5/yPos,poiInfo/relation/detail/6/type,poiInfo/relation/detail/6/sid,poiInfo/relation/detail/6/fullName,poiInfo/relation/detail/6/name,poiInfo/relation/detail/6/category,poiInfo/relation/detail/6/xPos,poiInfo/relation/detail/6/yPos,poiInfo/relation/detail/7/type,poiInfo/relation/detail/7/sid,poiInfo/relation/detail/7/fullName,poiInfo/relation/detail/7/name,poiInfo/relation/detail/7/category,poiInfo/relation/detail/7/xPos,poiInfo/relation/detail/7/yPos,poiInfo/relation/detail/8/type,poiInfo/relation/detail/8/sid,poiInfo/relation/detail/8/fullName,poiInfo/relation/detail/8/name,poiInfo/relation/detail/8/category,poiInfo/relation/detail/8/xPos,poiInfo/relation/detail/8/yPos,poiInfo/relation/detail/9/type,poiInfo/relation/detail/9/sid,poiInfo/relation/detail/9/fullName,poiInfo/relation/detail/9/name,poiInfo/relation/detail/9/category,poiInfo/relation/detail/9/xPos,poiInfo/relation/detail/9/yPos,poiInfo/relation/detail
10,11,717533241,광주호호수생태원전망대,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원전망대,,,,,,,0,1767704193104b039c47860fb628c957,0,,s,1,1,126.9971402,35.1843686,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11210.25,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,1160148069,광주시립미술관어린이갤러리,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 운암동,,,,,<b>광주</b>시립미술관어린이갤러리,,,,,,,10,0e1e10699ba505887000160a23d941ef,0,,s,1,1,126.8859630,35.1836638,12,false,ah+KiVbkSBPUijiJ1rHVdg==,45.74,10.00,126.8853639,35.1830795,120,OEEGYNIyI2ZI02HbfrktLw==,-95.53,-30.00,126.8891678,35.1839714,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.8820375,35.1809346,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1433.98,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,true,126.8820375,35.1809346,,,,,,,,,,false,126.8900707,35.1820347,,,,false,126.8900707,35.1820347,false,126.8876743,35.1835366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,145203805,광주호호수생태원버드나무군락지,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원버드나무군락지,,,,,,,5,897be987c202a4ab7f16511d09ab2ff3,0,,s,1,1,126.9976607,35.1853674,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11268.31,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,16283658,사직공원관리사무소,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,,,,,광주광역시 남구 사동,,,,,사직<b>공원</b>관리사무소,,,,,,,1,e86798923b34cec8d596b953bd7a1ca5,0,,s,1,1,126.9117249,35.1417904,12,false,sSOG4CS+xmoKIamZNcuHSw==,-70.37,10.00,126.9118739,35.1417372,120,wSnGk8b+TQh53ZK2qzqZhA==,-96.33,-30.00,126.9150009,35.1421509,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5004.70,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,827794991,광주호호수생태원테마원,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 덕의동,,,,,<b>광주</b>호호수생태원테마원,,,,,,,4,64c180174cff923f9b688398e2f34f37,0,,s,1,1,126.9953094,35.1823677,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11025.50,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,1515664497,롯데아울렛광주수완점농구장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 광산구 장덕동,,,,,롯데아울렛<b>광주</b>수완점농구장,,,,,,,0,158d24f1facbf4ad008092dd84143123,0,,s,1,1,126.8198938,35.1884166,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5186.90,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,415563834,광주호호수생태원잔디광장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원잔디광장,,,,,,,0,2ba73642ad7b4165055664450a03e40c,0,,s,1,1,126.9959391,35.1817596,12,false,n1dH72QJSZU78+HLcadODA==,51.30,10.00,126.9949320,35.1809520,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11077.76,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,1357440222,광주시립미술관팔각정,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 용봉동,,,,,<b>광주</b>시립미술관팔각정,,,,,,,4,650df93d1a8c4a96431b44534ea5ae0a,0,,s,1,1,126.8866208,35.1813858,12,false,Kn1xy7fkVp7VKgYFdSWjEQ==,-51.92,10.00,126.8873400,35.1808219,120,RRVJbsJ5evNI0N/NU4FHQg==,-92.00,-30.00,126.8891678,35.1814728,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1323.92,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,16300331,광주학생독립운동기념공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 북구 누문동,,,,,<b>광주</b>학생독립운동기념<b>공원</b>,,,,,,,1,471616425331432832e63e6c84915f1c,0,,s,1,1,126.9086500,35.1529987,12,false,WA9kO9MCin83eHMcPJwGRg==,-38.62,2.44,126.9088861,35.1528034,80,fc0+pNsB1xQtO1WhRN9V5Q==,88.35,-30.00,126.9061127,35.1529236,124,,,,,1,RELA,1.0,16300331,117.9926027,19.6944771,117.9926027,19.6944771,5,16300315,광주학생독립운동기념역사관입구,입구,입구(사람),126.9084978,35.1525735,1,37595206,광주학생독립운동기념역사관주차장입구,주차장입구,입구(사람+차량),126.9079695,35.1521470,,,,,,,,true,1,,,,false,,false,,false,,,true,126.9079695,35.152147,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3949.75,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,true,126.9084978,35.1525735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,424637551,광주호호수생태원진입광장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원진입광장,,,,,,,7,832f6226dc93bb1c34d371b586f00183,0,,s,1,1,127.0006843,35.1851169,12,false,FLmF3L5jW+BsIhVtac1oOQ==,-52.73,10.00,127.0008220,35.1850120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11539.12,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,733356493,광주호호수생태원습지보전지역,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원습지보전지역,,,,,,,1,334106202472725d55209220b6fb7733,0,,s,1,1,126.9987364,35.1861804,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11375.24,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,1026161550,국립광주박물관테니스장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 매곡동,,,,,국립<b>광주</b>박물관테니스장,,,,,,,0,a2d42280a4aa2bdb8c3194aa46f886b1,0,,s,1,1,126.8820578,35.1897019,12,false,,,,,,,Lhlq5xRscPqd8uSa3nuzbA==,77.21,-30.00,126.8790054,35.1890068,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1790.75,nres://marker/00059-00110,nres://marker/00059-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,1649508019,광주시립미술관야외공연장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 용봉동,,,,,<b>광주</b>시립미술관야외공연장,,,,,,,1,ea13330e5be90eb964582e0b70526599,0,,s,1,1,126.8868298,35.1819063,12,false,DVu+AZ2AGXunmnmlGoTlOQ==,-151.67,10.00,126.8869490,35.1821267,120,RRVJbsJ5evNI0N/NU4FHQg==,-79.53,-30.00,126.8891678,35.1814728,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1372.11,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,1090975995,광주시립미술관민속체험관,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 용봉동,,,,,<b>광주</b>시립미술관민속체험관,,,,,,,0,0ca951744d1da8110f96045921f4a3d8,0,,s,1,1,126.8892043,35.1831064,12,false,o56Z5Fscu5tsCnaZjfW0mA==,-27.84,10.00,126.8893133,35.1829001,120,YgpYYqQEVuPCM16iz5sU8w==,3.51,-30.00,126.8891678,35.1825104,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1625.74,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,21713333,함평나비휴게소(광주방향)쉼터,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,전라남도 함평군 엄다면 화양리 743-1,전라남도 함평군 엄다면 무안광주고속도로 12 무안광주고속도로(함평나비휴게소),화양리 743-1,전남 함평군 엄다면,무안광주고속도로 12,함평나비휴게소(<b>광주</b>방향)쉼터,,,,,,,0,fb635f237ae8f849614ff172782c8f89,0,,s,1,1,126.5123672,35.0374638,12,false,wU0LDn5xm1D3PokRY91cUg==,-179.64,3.51,126.5123167,35.0376857,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,36339.87,nres://marker/00055-00097,nres://marker/00055-00239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무안광주고속도로(함평나비휴게소),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,974561711,광주호호수생태원생태연못,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 덕의동,,,,,<b>광주</b>호호수생태원생태연못,,,,,,,1,c3d6cb46c8e0e713d0737cae1671380b,0,,s,1,1,126.9951699,35.1826846,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11015.56,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,1720946412,롯데아울렛광주수완점체육시설장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 광산구 장덕동,,,,,롯데아울렛<b>광주</b>수완점체육시설장,,,,,,,0,1b7ae0b3a5acc0abffcce1922859c0f0,0,,s,1,1,126.8198826,35.1886141,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5194.31,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,1773507804,옥상공원&사랑의그네 롯데아울렛광주수완점,062-616-2500,false,,1,"도시,테마공원",부속시설,222117,222122,222170,1000101,,,,,광주광역시 광산구 장덕동,,,,,옥상<b>공원</b>&사랑의그네 롯데아울렛<b>광주</b>수완점,062-616-2500,,,,,,0,67e4b5dc3b6eeef4496ef8de4202df69,0,,s,1,1,126.8202887,35.1902455,12,false,3EguXp6TH5MBCCJspR7lJg==,-172.13,10.00,126.8203560,35.1907271,120,BP2T21Uaosm7ke6urMRKeA==,93.82,-30.00,126.8174973,35.1904297,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,평일 11:00~21:00 | 주말 11:00~22:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5215.72,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,1753626620,광주지방법원 목포지원테니스장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,전라남도 목포시 옥암동,,,,,<b>광주</b>지방법원 목포지원테니스장,,,,,,,0,c201e2eb4f28e9334d0c36e6e6f1c9fd,0,,s,1,1,126.4448963,34.8143209,12,false,C9lDxZRWeiMeaLehqn//HQ==,-102.53,10.00,126.4451905,34.8143860,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,56068.68,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,1416090931,광주시립미술관광주어린이탑,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 운암동,,,,,<b>광주</b>시립미술관<b>광주</b>어린이탑,,,,,,,0,bf88c6b5ef084f582172da39ba2d4124,0,,s,1,1,126.8848326,35.1827013,12,false,Unl/yQOg7KcUyZS1Jxr/Mg==,-93.13,10.00,126.8852624,35.1827245,120,YgpYYqQEVuPCM16iz5sU8w==,-87.52,-30.00,126.8891678,35.1825104,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1285.74,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,271281259,광주호호수생태원생태연못,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원생태연못,,,,,,,5,804517e21d93761de892e5be8d024e9c,0,,s,1,1,127.0001669,35.1857517,12,false,0JN2Efz0k11nu6wDTp/kxg==,-53.75,10.00,127.0009730,35.1851600,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11499.48,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,1139836199,광주시립미술관연자방아,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 용봉동,,,,,<b>광주</b>시립미술관연자방아,,,,,,,0,ce3553558e41b9381bdac59e3d797b95,0,,s,1,1,126.8884762,35.1830751,12,false,F6csLe+eZp39Di5jClUdCQ==,-29.76,10.00,126.8886997,35.1826841,120,YgpYYqQEVuPCM16iz5sU8w==,-50.79,-30.00,126.8891678,35.1825104,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1569.48,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,563774618,광주호호수생태원관찰대,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 덕의동,,,,,<b>광주</b>호호수생태원관찰대,,,,,,,0,6bcddfe551113fcfd404c42f477a0f60,0,,s,1,1,126.9946684,35.1827013,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,10970.23,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,977360022,광주호호수생태원모임광장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원모임광장,,,,,,,0,7c773085e551edb13653380a0d05956c,0,,s,1,1,126.9961336,35.1812587,12,false,fwXBhcxPhBD3EX8u4PeX5w==,61.61,10.00,126.9950770,35.1806870,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11091.73,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,114071585,광주호호수생태원원형광장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원원형광장,,,,,,,2,732c9833d6825a2ebdf888a64b3d734e,0,,s,1,1,127.0009794,35.1856122,12,false,1AXVrWPxxPh5Gyi2xGcsyA==,-62.42,10.00,127.0012800,35.1854550,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11571.37,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,580266825,광주호호수생태원관찰대,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원관찰대,,,,,,,2,f10e22e3c05ba6772cda13e440a3fa9e,0,,s,1,1,126.9979495,35.1858400,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11299.97,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,244250483,광주호호수생태원관찰대,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원관찰대,,,,,,,0,0637cb0332d6654edd478df6a0864c57,0,,s,1,1,126.9997174,35.1868190,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11471.92,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,461868162,광주호호수생태원관찰대,,false,,0,자연공원,부속시설,222117,222118,222136,229253,,,,,광주광역시 북구 충효동,,,,,<b>광주</b>호호수생태원관찰대,,,,,,,0,99d6a962d816b0fbe8b927b314d554ce,0,,s,1,1,127.0006399,35.1874104,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11562.99,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
