index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,address,roadAddress,abbrAddress,shortAddress,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,entranceCoords,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,shortAddress/0,shortAddress/1,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail,streetPanorama,entranceCoords/walk,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y
10,51,38320866,광주남동성당천주교공원묘지,062-233-0518,false,,1,장례,묘지,223267,223280,223376,229174,광주광역시 남구 임암동 산86-3,,,,<b>광주</b>남동성당천주교<b>공원</b>묘지,062-233-0518,0,28490a6addf99f891fe638d9a95507e7,0,,s,1,1,126.8748946,35.0927499,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,9138.26,nres://marker/00049-00053,nres://marker/00049-00188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,52,1029339778,용산생활체육공원족구장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,광주광역시 동구 용산동,,,,용산생활체육<b>공원</b>족구장,,0,63b00b823688320384e86b78e4a967c8,0,,s,1,1,126.9327922,35.1174251,12,false,DLV3fIZNGvEeWSUaIcuINw==,-176.55,10.00,126.9328028,35.1175962,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8309.29,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,RO1/3zUy5y5fJZ8eZhuWkg==,160.36,-30.00,126.9326477,35.1178284,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53,475322521,위드미광주우치공원점,062-575-0921,false,,1,"생활,편의",편의점,223267,223271,223307,,광주광역시 북구 생용동 90,광주광역시 북구 우치로 649,생용동 90,,위드미<b>광주</b>우치<b>공원</b>점,062-575-0921,0,b250545ce73a50af18efea3a31934d6b,0,,k,1,1,126.9019725,35.2215345,12,false,zKPFgzShYg5bETZ6WvRT4w==,91.99,10.00,126.9015050,35.2215504,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,,false,,,false,false,false,false,false,,false,,,false,,-1,,5765.91,nres://marker/00060-00048,nres://marker/00060-00202,,,,,,Zd733DMpUBhSHXQynWXfJw==,91.10,-30.00,126.8972015,35.2216225,124,광주 북구,우치로 649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54,31078295,광남생활체육공원축구장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 태전동,,,,광남생활체육<b>공원</b>축구장,,4,2d52119e754d0dee274a0e18dad33a51,0,,s,1,1,127.2374590,37.3889952,11,false,uLD2s10ypAFRCRELIwdJWA==,95.29,10.00,127.2364776,37.3890853,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,248555.10,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,55,38719492,광주어린이공원,,false,,0,"레져,체육시설",공원,227616,227617,227618,227626,광주광역시 북구 삼각동,,,,<b>광주</b>어린이<b>공원</b>,,0,c079068ea90ec54fe3fa2369e5efffc4,0,,s,1,1,126.9017289,35.1944844,12,false,SOhDkI23u4TJN+aMBRTpKA==,-130.72,10.00,126.9018039,35.1945488,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3305.36,nres://marker/00054-00096,nres://marker/00054-00237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,56,31813136,남광주역사테마파크,,false,,0,"여행,명소",테마공원,222117,222122,222170,222196,광주광역시 남구 진월동,,,,남<b>광주</b>역사테마파크,,0,6b26a0ccd9594c06c547b57aae844825,0,,s,1,1,126.8983201,35.1192994,12,false,qG6nR+jACqYWsBYF+t1KIQ==,-2.42,-0.09,126.8983971,35.1186576,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6553.84,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,yyB8CkVff/5oNUUoOZCQrQ==,75.47,-30.00,126.8972244,35.1190147,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,57,422677209,곤지암생활체육공원축구장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 곤지암읍 삼리,,,,곤지암생활체육<b>공원</b>축구장,,7,72db0cf6a985515b8a9516e27b9a6c6d,0,,s,1,1,127.3215629,37.3601647,12,false,idcF3n5MCoTW7NrPWQ3yKw==,-145.61,10.00,127.3219513,37.3607304,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,246490.30,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,58,18293574,탑공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,경기도 광주시 남한산성면 검복리,,,,탑<b>공원</b>,,9,72b547db519efc19426d7f2ae98a8896,0,,s,1,1,127.2015749,37.4750429,12,false,hcm8Z7rxA7zjZ1TrHHxu+Q==,27.36,3.22,127.2015594,37.4748352,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,257663.71,nres://marker/00042-00079,nres://marker/00042-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,59,38314800,재단법인광주구천주교공원묘원,062-227-7124,false,,1,장례,묘지,223267,223280,223376,229172,광주광역시 북구 양산동 산87-6,,,,재단법인<b>광주</b>구천주교<b>공원</b>묘원,062-227-7124,0,7947ec8551a50229946ee22b429cf2aa,0,,s,1,1,126.8795482,35.1921508,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1979.30,nres://marker/00049-00028,nres://marker/00049-00162,,,,,,c+9gWAgF7QUnI0PUnKbLMw==,126.21,-30.00,126.8788910,35.1926308,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,60,16316478,광주패밀리랜드분수,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드분수,,2,4a95e99216070fa380541616b9564f96,0,,s,1,1,126.8929455,35.2248984,12,false,y5ySjOpIKZ9Fs59pGFHITg==,-58.63,10.00,126.8932607,35.2247060,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5817.18,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,i/uF2iVsBG+fEyxohEAgtA==,41.21,-30.00,126.8918915,35.2236938,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,61,1180006683,향등마을공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 행암동  520,,,,향등마을<b>공원</b>,,0,9a7c506976918d47c948170fcf41a049,0,,s,1,1,126.8790086,35.1017463,12,false,2V1DkQiFbgqqG90rnJQ7EA==,101.21,10.00,126.8784980,35.1018470,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8147.52,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,62,532291283,곤지암생활체육공원테니스장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 곤지암읍 삼리,,,,곤지암생활체육<b>공원</b>테니스장,,0,0e54c3f56b51e3615a52b9313756e38d,0,,s,1,1,127.3203788,37.3599374,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,246448.09,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,63,16316579,광주패밀리랜드수영장성인풀,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드수영장성인풀,,1,9cdcdf9af721513349ed128047c7ab59,0,,s,1,1,126.8911812,35.2252643,12,false,IpkT1s/l4l/ScWwxbA/zkg==,-86.10,10.00,126.8922621,35.2251897,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5812.13,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,DCzM1obrxl2bum5IyjG3tw==,-0.35,-30.00,126.8911896,35.2238884,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,64,16022785,장덕공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 장덕동,,,,장덕<b>공원</b>,,2,6b1156e3a3ba80306e3cacd1f61f8bf7,0,,s,1,1,126.8132442,35.1883194,12,false,NfW2neVjg35XPvIt3gTlTg==,-127.98,-0.11,126.8141230,35.1891399,35,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5765.48,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,pR3RlWvs+Dgz8GN2iDjY7A==,-88.31,-30.00,126.8174973,35.1881905,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,65,1128222225,광주동구청 공원녹지과,062-608-2950,false,,1,"공공,사회기관",지방행정기관,222935,222937,1001012,,광주광역시 동구 서석동 31,광주광역시 동구 서남로 1,서석동 31,,<b>광주</b>동구청 <b>공원</b>녹지과,062-608-2950,0,0c40209442b03005f0a2b2f391e11c15,0,,s,1,1,126.9233120,35.1459990,8,false,rylFLrkl1VMiYyZlw9x29Q==,53.32,10.00,126.9230872,35.1458314,120,,,,,,,false,1,,,,false,,false,,false,,,true,126.9226367,35.1455507,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5484.55,nres://marker/00063-00060,nres://marker/00063-00214,,,,,,pX54VepzvxEVjyMhwjRTog==,-74.09,-30.00,126.9255524,35.1453590,124,광주 동구,서남로 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,66,16316557,광주패밀리랜드무지개극장,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드무지개극장,,0,8a79d03710d551c6df62c066a5a81e57,0,,s,1,1,126.8937162,35.2238252,12,false,aN35OhW3K8zms5glkTScsw==,159.46,10.00,126.8934823,35.2244469,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5724.02,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,sOv6gtmNC//lvnBbdSvEtg==,63.41,-30.00,126.8928604,35.2233963,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,67,1591642200,불곡산생태공원,,false,,0,"여행,명소","자연,생태공원",222117,222118,222136,222186,경기도 광주시 오포읍 능평리 산103,,,,불곡산생태<b>공원</b>,,0,7468768bc9bb6b96fa5d1340ab86ed88,0,,s,1,1,127.1374501,37.3404266,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,242160.37,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,0ZTjGWTbDatcYuR5kv8rqQ==,83.11,-30.00,127.1344452,37.3400612,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,68,627705600,탄벌소공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,경기도 광주시 탄벌동,,,,탄벌소<b>공원</b>,,2,e07cdac45b2df6ceca6b820cc238464e,0,,s,1,1,127.2379300,37.4209894,11,false,pma9nev2mhHkEll/jWRn/Q==,110.45,2.20,127.2376405,37.4210929,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,252090.09,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,69,36286888,국립광주박물관고인돌공원,,false,,0,문화시설,부속시설,221845,221846,1000100,,광주광역시 북구 매곡동,,,,국립<b>광주</b>박물관고인돌<b>공원</b>,,0,abb496b879e6791dde9e3790178b977c,0,,s,1,1,126.8837663,35.1874353,11,false,RdFBAePEqbAtZA620cpBTw==,11.13,10.00,126.8837176,35.1871874,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1635.95,nres://marker/00059-00106,nres://marker/00059-00261,,,,,,kGmIUc5p7TDc05X6Il+h7A==,99.37,-30.00,126.8791656,35.1881905,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,70,718742392,장수천공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 산정동,,,,장수천<b>공원</b>,,3,bba03279646912341d9e9256daa6de6b,0,,s,1,1,126.8011820,35.1755738,11,false,51577Rg/cHpGiwdXmCfvbQ==,-25.38,2.19,126.8027492,35.1753561,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6665.70,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,Xul5ysgKBKbTwENyGPPrgg==,103.18,-30.00,126.7993927,35.1759911,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,71,16316590,광주패밀리랜드롤러스케이트장,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드롤러스케이트장,,0,1aa7237c934b3282ecd39e724b05aab7,0,,s,1,1,126.8914447,35.2250879,12,false,IpkT1s/l4l/ScWwxbA/zkg==,-97.15,10.00,126.8922621,35.2251897,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5799.53,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,DCzM1obrxl2bum5IyjG3tw==,12.01,-30.00,126.8911896,35.2238884,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,72,1194063151,원당산근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 장덕동  1291,광주광역시 광산구 장덕로96번길 15,장덕동  1291,,원당산근린<b>공원</b>,,0,9a397ef36993e34ced9a44b094d908d1,0,,s,1,1,126.8168778,35.1912899,12,false,D1rJv/UlvNTzyIONFHdO4w==,-77.54,10.00,126.8172509,35.1912072,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5546.92,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,alcdkzXS7zoq6kNtI/pLvw==,-106.03,-30.00,126.8174973,35.1914673,124,광주 광산구,장덕로96번길 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,73,33831948,곤지암근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,경기도 광주시 곤지암읍 곤지암리,,,,곤지암근린<b>공원</b>,,1,d189fe86a79b4649d529e419bc36fd92,0,,s,1,1,127.3407115,37.3477322,11,false,HYnKyf7A6fJi19lta1ygsQ==,-170.05,12.63,127.3407734,37.3492371,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,245412.78,nres://marker/00042-00079,nres://marker/00042-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
